product_id,product_name,category,price_elasticity,elasticity_type,r_squared,p_value,std_err,is_significant,avg_price,min_price,max_price,price_cv,avg_daily_qty,trading_days,interpretation
23138,SINGLE WIRE HOOK IVORY HEART,General,-22.7135,Highly Elastic,0.2569,0.0097,8.0557,True,1.442,1.25,1.45,0.0277,22.84,25,A 1% price increase leads to a 22.71% decrease in demand. Highly price-sensitive.
22522,check,General,-22.707,Highly Elastic,0.2666,0.0025,6.8755,True,0.8459,0.72,0.85,0.0272,13.44,32,A 1% price increase leads to a 22.71% decrease in demand. Highly price-sensitive.
23374,RED SPOT PAPER GIFT BAG,General,-22.5962,Highly Elastic,0.5964,0.0,3.5129,True,0.8109,0.7248,0.82,0.0343,39.1,30,A 1% price increase leads to a 22.6% decrease in demand. Highly price-sensitive.
21820,Unknown,General,-22.5072,Highly Elastic,0.2279,0.0526,10.6955,False,3.7288,3.39,3.75,0.0234,5.41,17,A 1% price increase leads to a 22.51% decrease in demand. Highly price-sensitive.
21713,CITRONELLA CANDLE FLOWERPOT,General,-22.4476,Highly Elastic,0.3493,0.0002,5.4163,True,2.0926,1.85,2.1,0.0205,9.35,34,A 1% price increase leads to a 22.45% decrease in demand. Highly price-sensitive.
23121,PACK OF 6 COCKTAIL PARASOL STRAWS,General,-22.1418,Highly Elastic,0.2868,0.0149,8.229,True,0.417,0.36,0.42,0.0322,29.4,20,A 1% price increase leads to a 22.14% decrease in demand. Highly price-sensitive.
22440,BALLOON WATER BOMB PACK OF 35,General,-22.0287,Highly Elastic,0.3531,0.0,4.3037,True,0.4164,0.36,0.42,0.0345,67.74,50,A 1% price increase leads to a 22.03% decrease in demand. Highly price-sensitive.
22084,Unknown,General,-21.9835,Highly Elastic,0.4298,0.0,3.414,True,2.8852,2.55,2.95,0.0451,34.32,57,A 1% price increase leads to a 21.98% decrease in demand. Highly price-sensitive.
22749,FELTCRAFT PRINCESS CHARLOTTE DOLL,General,-21.8988,Highly Elastic,0.1938,0.0,4.8726,True,3.739,3.4089,4.0873,0.0209,10.73,86,A 1% price increase leads to a 21.9% decrease in demand. Highly price-sensitive.
23341,PINK DINER WALL CLOCK,General,-21.8885,Highly Elastic,0.3479,0.0005,5.5645,True,8.4559,7.7714,8.5,0.0202,3.68,31,A 1% price increase leads to a 21.89% decrease in demand. Highly price-sensitive.
23131,Unknown,General,-21.81,Highly Elastic,0.3919,0.0003,5.2289,True,4.0976,3.75,4.15,0.0327,11.28,29,A 1% price increase leads to a 21.81% decrease in demand. Highly price-sensitive.
85114A,BLACK ENCHANTED FOREST PLACEMAT,General,-21.8065,Highly Elastic,0.5841,0.0001,4.2218,True,1.6214,1.45,1.65,0.0442,21.33,21,A 1% price increase leads to a 21.81% decrease in demand. Highly price-sensitive.
23208,LUNCH BAG VINTAGE LEAF DESIGN,General,-21.6488,Highly Elastic,0.262,0.0,4.2529,True,1.6371,1.4746,1.65,0.0259,34.99,75,A 1% price increase leads to a 21.65% decrease in demand. Highly price-sensitive.
22080,Unknown,General,-21.5591,Highly Elastic,0.2612,0.0014,6.2182,True,1.6393,1.45,1.65,0.0273,20.92,36,A 1% price increase leads to a 21.56% decrease in demand. Highly price-sensitive.
23371,SET 36 COLOUR PENCILS SPACEBOY ,General,-21.534,Highly Elastic,0.165,0.0395,9.887,True,1.2435,1.0823,1.25,0.0265,19.42,26,A 1% price increase leads to a 21.53% decrease in demand. Highly price-sensitive.
22747,POPPY'S PLAYHOUSE BATHROOM,General,-21.443,Highly Elastic,0.2819,0.0001,4.9404,True,2.09,1.85,2.1,0.0237,7.88,50,A 1% price increase leads to a 21.44% decrease in demand. Highly price-sensitive.
22514,CHILDS GARDEN SPADE BLUE,General,-21.3943,Highly Elastic,0.3603,0.0025,6.2206,True,2.0891,1.85,2.1,0.025,4.61,23,A 1% price increase leads to a 21.39% decrease in demand. Highly price-sensitive.
22858,EASTER TIN KEEPSAKE,General,-21.3235,Highly Elastic,0.3412,0.0004,5.4097,True,1.6382,1.4605,1.65,0.0284,19.03,32,A 1% price increase leads to a 21.32% decrease in demand. Highly price-sensitive.
22572,??,General,-21.2229,Highly Elastic,0.2017,0.0188,8.4439,True,0.8465,0.7562,0.85,0.0213,20.15,27,A 1% price increase leads to a 21.22% decrease in demand. Highly price-sensitive.
21380,WOODEN HAPPY BIRTHDAY GARLAND,General,-21.2003,Highly Elastic,0.4176,0.0,3.0142,True,2.9146,2.55,2.95,0.0376,17.66,71,A 1% price increase leads to a 21.2% decrease in demand. Highly price-sensitive.
22515,CHILDS GARDEN SPADE PINK,General,-21.188,Highly Elastic,0.4402,0.002,5.7955,True,2.0868,1.85,2.1,0.0275,4.84,19,A 1% price increase leads to a 21.19% decrease in demand. Highly price-sensitive.
23344,JUMBO BAG 50'S CHRISTMAS ,General,-21.112,Highly Elastic,0.3253,0.0,4.3436,True,2.0459,1.8212,2.1053,0.0346,66.43,51,A 1% price increase leads to a 21.11% decrease in demand. Highly price-sensitive.
23510,MINI PLAYING CARDS GYMKHANA,General,-21.0983,Highly Elastic,0.2402,0.0241,8.6093,True,0.4171,0.36,0.42,0.0314,29.52,21,A 1% price increase leads to a 21.1% decrease in demand. Highly price-sensitive.
22243,5 HOOK HANGER RED MAGIC TOADSTOOL,General,-21.0875,Highly Elastic,0.3165,0.0004,5.3941,True,1.6335,1.45,1.65,0.0335,24.57,35,A 1% price increase leads to a 21.09% decrease in demand. Highly price-sensitive.
20726,LUNCH BAG WOODLAND,General,-21.0748,Highly Elastic,0.1886,0.0,4.0938,True,1.6434,1.4642,1.684,0.0201,29.77,116,A 1% price increase leads to a 21.07% decrease in demand. Highly price-sensitive.
21833,damages,General,-20.8723,Highly Elastic,0.522,0.0,3.3759,True,1.6699,1.49,1.69,0.0351,38.24,37,A 1% price increase leads to a 20.87% decrease in demand. Highly price-sensitive.
23507,MINI PLAYING CARDS BUFFALO BILL ,General,-20.8451,Highly Elastic,0.2253,0.0256,8.6439,True,0.4173,0.3607,0.42,0.0303,29.77,22,A 1% price increase leads to a 20.85% decrease in demand. Highly price-sensitive.
23207,LUNCH BAG ALPHABET DESIGN,General,-20.7047,Highly Elastic,0.3513,0.0,3.206,True,1.6388,1.45,1.7578,0.0284,43.33,79,A 1% price increase leads to a 20.7% decrease in demand. Highly price-sensitive.
22686,FRENCH BLUE METAL DOOR SIGN No,General,-20.6028,Highly Elastic,0.4903,0.0,4.1194,True,1.2296,1.058,1.25,0.0488,16.96,28,A 1% price increase leads to a 20.6% decrease in demand. Highly price-sensitive.
21430,SET/3 RED GINGHAM ROSE STORAGE BOX,General,-20.587,Highly Elastic,0.3609,0.0,3.1221,True,3.6958,3.39,4.23,0.0381,16.29,79,A 1% price increase leads to a 20.59% decrease in demand. Highly price-sensitive.
15044D,RED PAPER PARASOL,General,-20.5135,Highly Elastic,0.476,0.0,4.0673,True,2.91,2.55,2.95,0.0419,11.0,30,A 1% price increase leads to a 20.51% decrease in demand. Highly price-sensitive.
23328,SET 6 SCHOOL MILK BOTTLES IN CRATE,General,-20.4996,Highly Elastic,0.5348,0.0,3.1434,True,3.6619,3.4177,3.75,0.0358,17.69,39,A 1% price increase leads to a 20.5% decrease in demand. Highly price-sensitive.
23174,REGENCY SUGAR BOWL GREEN,General,-20.3179,Highly Elastic,0.4153,0.0,3.4093,True,4.0995,3.75,4.15,0.0301,12.13,52,A 1% price increase leads to a 20.32% decrease in demand. Highly price-sensitive.
22524,Unknown,General,-20.3046,Highly Elastic,0.2588,0.0111,7.3265,True,1.2428,1.0773,1.25,0.0284,12.38,24,A 1% price increase leads to a 20.3% decrease in demand. Highly price-sensitive.
20966,Unknown,General,-20.2982,Highly Elastic,0.4173,0.0093,6.6532,True,1.2373,1.06,1.25,0.0396,24.07,15,A 1% price increase leads to a 20.3% decrease in demand. Highly price-sensitive.
22865,Unknown,General,-20.2787,Highly Elastic,0.3176,0.0,4.2041,True,2.0665,1.8366,2.1414,0.0372,83.98,52,A 1% price increase leads to a 20.28% decrease in demand. Highly price-sensitive.
85114C,RED ENCHANTED FOREST PLACEMAT,General,-20.2173,Highly Elastic,0.2423,0.0106,7.2985,True,1.6423,1.45,1.65,0.0239,8.54,26,A 1% price increase leads to a 20.22% decrease in demand. Highly price-sensitive.
22121,Unknown,General,-20.1944,Highly Elastic,0.4702,0.0,3.8502,True,5.8791,5.45,5.95,0.0293,4.67,33,A 1% price increase leads to a 20.19% decrease in demand. Highly price-sensitive.
22154,ANGEL DECORATION 3 BUTTONS ,General,-20.16,Highly Elastic,0.2199,0.0277,8.4894,True,0.4176,0.3667,0.42,0.0272,69.82,22,A 1% price increase leads to a 20.16% decrease in demand. Highly price-sensitive.
85114B,IVORY ENCHANTED FOREST PLACEMAT,General,-20.1434,Highly Elastic,0.3133,0.0036,6.2187,True,1.642,1.45,1.65,0.0244,8.16,25,A 1% price increase leads to a 20.14% decrease in demand. Highly price-sensitive.
22727,ALARM CLOCK BAKELIKE RED ,General,-20.137,Highly Elastic,0.24,0.0,3.3706,True,3.7296,3.0371,4.0354,0.0264,31.65,115,A 1% price increase leads to a 20.14% decrease in demand. Highly price-sensitive.
22073,Unknown,General,-20.015,Highly Elastic,0.566,0.0005,4.5249,True,3.6719,3.39,3.75,0.0397,9.88,17,A 1% price increase leads to a 20.02% decrease in demand. Highly price-sensitive.
22978,PANTRY ROLLING PIN,General,-20.0083,Highly Elastic,0.2625,0.0001,4.696,True,3.7188,3.39,3.75,0.0265,11.79,53,A 1% price increase leads to a 20.01% decrease in demand. Highly price-sensitive.
21588,RETROSPOT GIANT TUBE MATCHES,General,-19.9902,Highly Elastic,0.5186,0.0,3.3033,True,2.5132,2.1,2.55,0.0492,23.53,36,A 1% price increase leads to a 19.99% decrease in demand. Highly price-sensitive.
22505,MEMO BOARD COTTAGE DESIGN,General,-19.9688,Highly Elastic,0.4602,0.0,2.4808,True,4.9041,4.25,4.95,0.033,6.62,78,A 1% price increase leads to a 19.97% decrease in demand. Highly price-sensitive.
21124,SET/10 BLUE POLKADOT PARTY CANDLES,General,-19.943,Highly Elastic,0.1539,0.0009,5.7557,True,1.2444,1.06,1.25,0.026,27.79,68,A 1% price increase leads to a 19.94% decrease in demand. Highly price-sensitive.
15044C,PURPLE PAPER PARASOL,General,-19.9264,Highly Elastic,0.2698,0.0093,6.9888,True,2.9333,2.55,2.95,0.0278,6.21,24,A 1% price increase leads to a 19.93% decrease in demand. Highly price-sensitive.
23438,GIFT BAG LARGE SPOT ,General,-19.8586,Highly Elastic,0.5567,0.0,3.6952,True,1.2423,1.0573,1.25,0.031,35.44,25,A 1% price increase leads to a 19.86% decrease in demand. Highly price-sensitive.
22867,Unknown,General,-19.8002,Highly Elastic,0.3107,0.0001,4.446,True,2.0526,1.85,2.1,0.0394,79.07,46,A 1% price increase leads to a 19.8% decrease in demand. Highly price-sensitive.
85187,S/12 MINI RABBIT EASTER,General,-19.7345,Highly Elastic,0.2044,0.052,9.443,False,1.6395,1.45,1.65,0.028,8.95,19,A 1% price increase leads to a 19.73% decrease in demand. Highly price-sensitive.
23436,VINTAGE CHRISTMAS GIFT BAG LARGE ,General,-19.7341,Highly Elastic,0.6113,0.0,3.434,True,1.2348,1.0625,1.25,0.0408,41.7,23,A 1% price increase leads to a 19.73% decrease in demand. Highly price-sensitive.
23281,FOLDING MIRROR RED  ,General,-19.6716,Highly Elastic,0.4314,0.0001,4.429,True,0.8146,0.72,0.83,0.0473,19.36,28,A 1% price increase leads to a 19.67% decrease in demand. Highly price-sensitive.
22934,BAKING MOULD EASTER EGG WHITE CHOC,General,-19.6356,Highly Elastic,0.4955,0.0011,4.9533,True,2.9087,2.55,2.95,0.0414,10.22,18,A 1% price increase leads to a 19.64% decrease in demand. Highly price-sensitive.
22561,WOODEN SCHOOL COLOURING SET,General,-19.6083,Highly Elastic,0.3281,0.0,2.9915,True,1.6347,1.45,1.7156,0.0323,30.73,90,A 1% price increase leads to a 19.61% decrease in demand. Highly price-sensitive.
21609,Unknown,General,-19.5779,Highly Elastic,0.5313,0.0001,3.9206,True,2.901,2.55,2.95,0.0457,16.29,24,A 1% price increase leads to a 19.58% decrease in demand. Highly price-sensitive.
22111,SCOTTIE DOG HOT WATER BOTTLE,General,-19.5675,Highly Elastic,0.3424,0.0,3.2642,True,4.8763,4.278,4.95,0.0356,21.77,71,A 1% price increase leads to a 19.57% decrease in demand. Highly price-sensitive.
23169,smashed,General,-19.5594,Highly Elastic,0.3943,0.0,3.3299,True,4.087,3.75,4.15,0.0326,9.98,55,A 1% price increase leads to a 19.56% decrease in demand. Highly price-sensitive.
22746,POPPY'S PLAYHOUSE LIVINGROOM ,General,-19.469,Highly Elastic,0.1675,0.0007,5.4678,True,2.0923,1.85,2.1,0.0208,9.28,65,A 1% price increase leads to a 19.47% decrease in demand. Highly price-sensitive.
23073,GEORGIAN TRINKET BOX,General,-19.4408,Highly Elastic,0.5727,0.0,3.7549,True,12.382,11.15,12.5,0.0309,2.73,22,A 1% price increase leads to a 19.44% decrease in demand. Highly price-sensitive.
20886,Unknown,General,-19.404,Highly Elastic,0.3948,0.0003,4.6238,True,1.9397,1.65,1.95,0.0287,8.28,29,A 1% price increase leads to a 19.4% decrease in demand. Highly price-sensitive.
23437,GIFT BAG LARGE 50'S CHRISTMAS,General,-19.4018,Highly Elastic,0.4502,0.0002,4.4708,True,1.2423,1.0573,1.25,0.031,37.64,25,A 1% price increase leads to a 19.4% decrease in demand. Highly price-sensitive.
23285,PINK VINTAGE SPOT BEAKER,General,-19.2942,Highly Elastic,0.1758,0.0211,7.8937,True,0.8463,0.7386,0.85,0.024,15.13,30,A 1% price increase leads to a 19.29% decrease in demand. Highly price-sensitive.
22906,12 MESSAGE CARDS WITH ENVELOPES,General,-19.2882,Highly Elastic,0.3709,0.0,3.4509,True,1.6329,1.45,1.65,0.0337,14.0,55,A 1% price increase leads to a 19.29% decrease in demand. Highly price-sensitive.
22751,FELTCRAFT PRINCESS OLIVIA DOLL,General,-19.2393,Highly Elastic,0.2319,0.0,4.4118,True,3.7426,3.39,4.28,0.0263,11.54,65,A 1% price increase leads to a 19.24% decrease in demand. Highly price-sensitive.
21122,SET/10 PINK POLKADOT PARTY CANDLES,General,-19.2287,Highly Elastic,0.1327,0.001,5.639,True,1.2451,1.06,1.25,0.0242,28.56,78,A 1% price increase leads to a 19.23% decrease in demand. Highly price-sensitive.
21506,"FANCY FONT BIRTHDAY CARD, ",General,-19.194,Highly Elastic,0.584,0.0,1.9227,True,0.4178,0.36,0.42,0.0261,31.73,73,A 1% price increase leads to a 19.19% decrease in demand. Highly price-sensitive.
22563,HAPPY STENCIL CRAFT,General,-19.1727,Highly Elastic,0.4318,0.0,2.7707,True,1.2284,1.06,1.25,0.0478,25.85,65,A 1% price increase leads to a 19.17% decrease in demand. Highly price-sensitive.
23505,PLAYING CARDS I LOVE LONDON ,General,-19.1603,Highly Elastic,0.3416,0.0034,5.8049,True,1.2412,1.0471,1.25,0.0341,19.0,23,A 1% price increase leads to a 19.16% decrease in demand. Highly price-sensitive.
23294,SET OF 6 SNACK LOAF BAKING CASES,General,-19.141,Highly Elastic,0.4447,0.0,3.4697,True,0.8179,0.72,0.83,0.0396,41.05,40,A 1% price increase leads to a 19.14% decrease in demand. Highly price-sensitive.
21870,Unknown,General,-19.1111,Highly Elastic,0.1974,0.0025,5.9461,True,1.2437,1.079,1.25,0.0242,16.27,44,A 1% price increase leads to a 19.11% decrease in demand. Highly price-sensitive.
22179,SET 10 NIGHT OWL LIGHTS,General,-19.0062,Highly Elastic,0.5303,0.0,2.5045,True,6.6669,5.95,6.75,0.0355,7.02,53,A 1% price increase leads to a 19.01% decrease in demand. Highly price-sensitive.
23028,Unknown,General,-18.9565,Highly Elastic,0.222,0.0201,7.5664,True,1.6417,1.45,1.65,0.0249,15.54,24,A 1% price increase leads to a 18.96% decrease in demand. Highly price-sensitive.
23379,PACK OF 12 RED APPLE TISSUES,General,-18.9537,Highly Elastic,0.3131,0.0195,7.2492,True,0.3859,0.32,0.39,0.044,44.24,17,A 1% price increase leads to a 18.95% decrease in demand. Highly price-sensitive.
47422,ASSORTED MONKEY SUCTION CUP HOOK,General,-18.9399,Highly Elastic,0.351,0.0075,6.2458,True,0.4137,0.36,0.42,0.0457,16.47,19,A 1% price increase leads to a 18.94% decrease in demand. Highly price-sensitive.
21556,CERAMIC STRAWBERRY MONEY BOX,General,-18.9368,Highly Elastic,0.4766,0.0031,5.3036,True,2.5125,2.25,2.55,0.0408,5.88,16,A 1% price increase leads to a 18.94% decrease in demand. Highly price-sensitive.
22575,missing?,General,-18.8783,Highly Elastic,0.2792,0.0046,6.0666,True,1.9389,1.65,1.95,0.0298,12.48,27,A 1% price increase leads to a 18.88% decrease in demand. Highly price-sensitive.
23199,JUMBO BAG APPLES,General,-18.8669,Highly Elastic,0.4782,0.0,2.2459,True,2.0361,1.8047,2.1672,0.0442,59.52,79,A 1% price increase leads to a 18.87% decrease in demand. Highly price-sensitive.
37447,CERAMIC CAKE DESIGN SPOTTED PLATE,General,-18.7639,Highly Elastic,0.2125,0.0136,7.0839,True,1.4843,1.33,1.49,0.0204,13.29,28,A 1% price increase leads to a 18.76% decrease in demand. Highly price-sensitive.
23157,check,General,-18.7173,Highly Elastic,0.2902,0.0037,5.8543,True,2.0753,1.8709,2.1939,0.0291,34.52,27,A 1% price increase leads to a 18.72% decrease in demand. Highly price-sensitive.
20733,GOLD MINI TAPE MEASURE ,General,-18.5809,Highly Elastic,0.2347,0.0191,7.3218,True,0.8409,0.72,0.85,0.0327,9.61,23,A 1% price increase leads to a 18.58% decrease in demand. Highly price-sensitive.
