date,product_id,product_name,scope,metric,revenue,units,transactions,z_score,roll_mean,is_anomaly,severity,direction,iqr_flag
2013-09-02,M,Manual,product,revenue,6420.5,50,,4.121,1236.48,True,Critical,Spike,True
2013-03-02,22727,ALARM CLOCK BAKELIKE RED ,product,revenue,209.45,55,,4.123,46.82,True,Critical,Spike,True
2013-10-26,22138,BAKING SET 9 PIECE RETROSPOT ,product,revenue,484.0,100,,4.127,88.16,True,Critical,Spike,True
2011-03-03,22960,JAM MAKING SET WITH JARS,product,revenue,535.0,140,,4.127,100.04,True,Critical,Spike,True
2015-10-02,84879,damaged,product,revenue,208.42,120,,4.13,37.38,True,Critical,Spike,True
2014-07-24,22727,ALARM CLOCK BAKELIKE RED ,product,revenue,234.69,63,,4.132,48.0,True,Critical,Spike,True
2014-09-18,85099B,JUMBO BAG RED RETROSPOT,product,revenue,213.15,109,,4.138,42.72,True,Critical,Spike,True
2015-12-02,22720,,product,revenue,397.98,81,,4.141,82.38,True,Critical,Spike,True
2015-05-13,23298,"BUNTING , SPOTTY ",product,revenue,334.56,71,,4.146,67.11,True,Critical,Spike,True
2013-07-22,47566,PARTY BUNTING,product,revenue,521.56,103,,4.146,103.74,True,Critical,Spike,True
2012-04-12,82484,WOOD BLACK BOARD ANT WHITE FINISH,product,revenue,600.4,79,,4.149,105.57,True,Critical,Spike,True
2013-12-18,22111,SCOTTIE DOG HOT WATER BOTTLE,product,revenue,571.02,112,,4.152,91.51,True,Critical,Spike,True
2014-06-23,84879,damaged,product,revenue,157.14,90,,4.152,29.21,True,Critical,Spike,True
2013-11-13,22086,PAPER CHAIN KIT 50'S CHRISTMAS ,product,revenue,237.07,78,,4.167,48.77,True,Critical,Spike,True
2015-09-08,22726,,product,revenue,294.54,77,,4.171,60.35,True,Critical,Spike,True
2011-08-04,M,Manual,product,price,1867.86,1,,4.172,150.23,True,Critical,Spike,True
2013-04-30,22624,IVORY KITCHEN SCALES,product,revenue,817.0,100,,4.175,152.97,True,Critical,Spike,True
2015-01-15,21621,,product,revenue,794.36,97,,4.202,133.99,True,Critical,Spike,True
2014-04-16,23245,SET OF 3 REGENCY CAKE TINS,product,revenue,276.37,55,,4.205,60.8,True,Critical,Spike,True
2012-06-20,22605,WOODEN CROQUET GARDEN SET,product,revenue,669.95,45,,4.21,110.81,True,Critical,Spike,True
2015-08-18,79321,,product,revenue,333.99,64,,4.215,61.6,True,Critical,Spike,True
2014-07-12,79321,,product,revenue,541.78,103,,4.221,96.98,True,Critical,Spike,True
2015-01-03,22139,amazon,product,revenue,503.88,104,,4.223,99.81,True,Critical,Spike,True
2014-01-28,48187,DOORMAT NEW ENGLAND,product,revenue,845.96,112,,4.241,144.43,True,Critical,Spike,True
2011-09-06,21523,DOORMAT FANCY FONT HOME SWEET HOME,product,revenue,1381.95,301,,4.245,140.51,True,Critical,Spike,True
2014-04-26,22138,BAKING SET 9 PIECE RETROSPOT ,product,revenue,296.5,57,,4.247,62.86,True,Critical,Spike,True
2014-03-07,22720,,product,revenue,507.0,100,,4.25,77.41,True,Critical,Spike,True
2015-04-30,48194,DOORMAT HEARTS,product,revenue,484.51,60,,4.254,99.93,True,Critical,Spike,True
2012-01-04,22193,RED DINER WALL CLOCK,product,revenue,330.63,40,,4.258,52.83,True,Critical,Spike,True
2011-09-06,20685,DOORMAT RED RETROSPOT,product,revenue,1405.8,304,,4.26,161.49,True,Critical,Spike,True
2011-03-03,21621,,product,revenue,1421.5,203,,4.264,117.83,True,Critical,Spike,True
2014-03-27,47566,PARTY BUNTING,product,revenue,532.0,113,,4.266,100.7,True,Critical,Spike,True
2011-11-10,22193,RED DINER WALL CLOCK,product,revenue,200.6,26,,4.268,42.66,True,Critical,Spike,False
2012-10-09,85099B,JUMBO BAG RED RETROSPOT,product,revenue,217.72,108,,4.272,42.85,True,Critical,Spike,True
2013-08-26,22655,damages/showroom etc,product,revenue,6217.77,39,,4.273,1286.73,True,Critical,Spike,True
2012-01-31,22847,,product,revenue,710.44,42,,4.276,107.64,True,Critical,Spike,True
2012-11-09,21755,LOVE BUILDING BLOCK WORD,product,revenue,319.77,51,,4.277,51.99,True,Critical,Spike,True
2011-10-10,22138,BAKING SET 9 PIECE RETROSPOT ,product,price,6.618571428571428,21,,4.278,4.85,True,Critical,Spike,True
2014-02-15,23284,,product,revenue,884.12,117,,4.282,133.7,True,Critical,Spike,True
2014-11-28,22776,SWEETHEART 3 TIER CAKE STAND ,product,revenue,690.3,70,,4.286,132.27,True,Critical,Spike,True
2014-06-13,DOT,,product,revenue,61841.0,100,,4.288,6871.22,True,Critical,Spike,True
2013-03-05,M,Manual,product,revenue,6109.4,44,,4.289,1098.06,True,Critical,Spike,True
2012-11-24,21755,LOVE BUILDING BLOCK WORD,product,revenue,494.36,81,,4.294,68.5,True,Critical,Spike,True
2012-02-25,22960,JAM MAKING SET WITH JARS,product,revenue,438.27,103,,4.295,68.49,True,Critical,Spike,True
2014-09-13,21754,HOME BUILDING BLOCK WORD,product,revenue,402.97,67,,4.298,69.83,True,Critical,Spike,True
2015-03-19,22139,amazon,product,revenue,513.08,106,,4.304,72.39,True,Critical,Spike,True
2012-11-24,22960,JAM MAKING SET WITH JARS,product,revenue,316.8,75,,4.305,45.3,True,Critical,Spike,True
2011-09-06,48138,DOORMAT UNION FLAG,product,revenue,1413.75,305,,4.305,136.36,True,Critical,Spike,True
2014-08-13,22727,ALARM CLOCK BAKELIKE RED ,product,revenue,368.0,100,,4.306,57.56,True,Critical,Spike,True
2011-09-06,48194,DOORMAT HEARTS,product,revenue,1389.9,302,,4.307,129.0,True,Critical,Spike,True
2012-09-27,M,Manual,product,revenue,6835.0,50,,4.308,1184.59,True,Critical,Spike,True
2011-05-12,21755,LOVE BUILDING BLOCK WORD,product,price,7.492,5,,4.31,6.0,True,Critical,Spike,True
2012-07-25,22139,amazon,product,revenue,397.45,79,,4.314,65.13,True,Critical,Spike,True
2015-08-25,22727,ALARM CLOCK BAKELIKE RED ,product,revenue,467.34,124,,4.32,69.38,True,Critical,Spike,True
2014-12-22,48138,DOORMAT UNION FLAG,product,revenue,582.6,74,,4.32,101.18,True,Critical,Spike,True
2015-10-24,23355,HOT WATER BOTTLE KEEP CALM,product,revenue,401.12,82,,4.324,76.28,True,Critical,Spike,True
2015-09-04,20685,DOORMAT RED RETROSPOT,product,revenue,894.15,112,,4.326,124.54,True,Critical,Spike,True
2012-10-27,22624,IVORY KITCHEN SCALES,product,revenue,1028.05,119,,4.327,148.83,True,Critical,Spike,True
2015-12-28,21843,smashed,product,revenue,825.48,73,,4.328,133.04,True,Critical,Spike,True
2012-01-09,22846,BREAD BIN DINER STYLE RED ,product,revenue,238.39,14,,4.328,53.2,True,Critical,Spike,False
2014-11-10,79321,,product,revenue,418.96,77,,4.331,66.43,True,Critical,Spike,True
2015-05-08,85123A,CREAM HANGING HEART T-LIGHT HOLDER,product,revenue,450.5,157,,4.333,81.01,True,Critical,Spike,True
2011-06-12,22111,SCOTTIE DOG HOT WATER BOTTLE,product,revenue,658.5,150,,4.342,96.9,True,Critical,Spike,True
2011-08-06,22424,ENAMEL BREAD BIN CREAM,product,revenue,226.2,20,,4.342,40.51,True,Critical,Spike,False
2015-12-14,82484,WOOD BLACK BOARD ANT WHITE FINISH,product,revenue,732.3,98,,4.343,119.5,True,Critical,Spike,True
2013-12-13,22112,CHOCOLATE HOT WATER BOTTLE,product,revenue,629.35,126,,4.344,96.51,True,Critical,Spike,True
2014-05-23,48138,DOORMAT UNION FLAG,product,revenue,563.74,71,,4.345,94.67,True,Critical,Spike,True
2012-04-10,84078A,SET/4 WHITE RETRO STORAGE CUBES ,product,revenue,1621.2,42,,4.348,243.49,True,Critical,Spike,True
2015-12-15,22625,,product,revenue,719.66,87,,4.353,135.64,True,Critical,Spike,True
2014-12-29,23355,HOT WATER BOTTLE KEEP CALM,product,revenue,410.75,84,,4.357,73.46,True,Critical,Spike,True
2015-10-07,M,Manual,product,revenue,7279.8,55,,4.357,1480.66,True,Critical,Spike,True
2011-07-02,82484,WOOD BLACK BOARD ANT WHITE FINISH,product,revenue,996.93,207,,4.36,136.43,True,Critical,Spike,True
2012-06-27,C2,,product,revenue,3317.6,65,,4.364,358.41,True,Critical,Spike,True
2015-04-29,22487,WHITE WOOD GARDEN PLANT LADDER,product,revenue,646.53,69,,4.365,111.01,True,Critical,Spike,True
2013-05-08,21843,smashed,product,revenue,803.69,73,,4.372,138.25,True,Critical,Spike,True
2011-10-11,21843,smashed,product,revenue,326.4,32,,4.374,53.95,True,Critical,Spike,False
2014-11-29,48187,DOORMAT NEW ENGLAND,product,revenue,766.42,95,,4.375,132.53,True,Critical,Spike,True
2013-05-04,22423,damages,product,revenue,1581.0,126,,4.382,265.74,True,Critical,Spike,True
2014-07-30,22960,JAM MAKING SET WITH JARS,product,revenue,438.27,108,,4.382,77.5,True,Critical,Spike,True
2013-03-21,22086,PAPER CHAIN KIT 50'S CHRISTMAS ,product,revenue,333.98,117,,4.385,48.72,True,Critical,Spike,True
2013-10-24,22605,WOODEN CROQUET GARDEN SET,product,revenue,857.06,58,,4.39,130.92,True,Critical,Spike,True
2011-04-08,22139,amazon,product,revenue,263.4,60,,4.391,51.1,True,Critical,Spike,True
2013-05-22,22086,PAPER CHAIN KIT 50'S CHRISTMAS ,product,revenue,301.03,101,,4.395,60.25,True,Critical,Spike,True
2015-08-21,22624,IVORY KITCHEN SCALES,product,revenue,1189.0,142,,4.399,174.99,True,Critical,Spike,True
2012-06-13,22423,damages,product,revenue,1811.07,143,,4.4,390.36,True,Critical,Spike,True
2012-04-02,23355,HOT WATER BOTTLE KEEP CALM,product,revenue,288.49,57,,4.401,49.56,True,Critical,Spike,True
2011-09-06,48187,DOORMAT NEW ENGLAND,product,revenue,1437.6,308,,4.407,130.27,True,Critical,Spike,True
2011-04-07,20685,DOORMAT RED RETROSPOT,product,revenue,916.0,200,,4.412,103.42,True,Critical,Spike,True
2015-02-26,21754,HOME BUILDING BLOCK WORD,product,revenue,624.0,100,,4.413,90.51,True,Critical,Spike,True
2012-12-28,22720,,product,revenue,448.65,92,,4.417,84.14,True,Critical,Spike,True
2012-09-17,84078A,SET/4 WHITE RETRO STORAGE CUBES ,product,revenue,3259.85,82,,4.427,459.17,True,Critical,Spike,True
2011-11-02,22624,IVORY KITCHEN SCALES,product,revenue,367.2,48,,4.44,68.74,True,Critical,Spike,True
2014-12-12,22720,,product,revenue,547.51,111,,4.44,106.5,True,Critical,Spike,True
2013-10-01,23284,,product,revenue,745.85,94,,4.448,111.68,True,Critical,Spike,True
2014-04-16,22424,ENAMEL BREAD BIN CREAM,product,revenue,1205.4,98,,4.452,176.3,True,Critical,Spike,True
2012-04-26,23355,HOT WATER BOTTLE KEEP CALM,product,revenue,530.21,109,,4.454,70.46,True,Critical,Spike,True
2015-06-08,22138,BAKING SET 9 PIECE RETROSPOT ,product,revenue,465.85,90,,4.458,75.97,True,Critical,Spike,True
2014-04-12,22112,CHOCOLATE HOT WATER BOTTLE,product,revenue,466.16,95,,4.46,70.14,True,Critical,Spike,True
2011-03-11,22086,PAPER CHAIN KIT 50'S CHRISTMAS ,product,revenue,2763.25,1075,,4.474,347.34,True,Critical,Spike,True
2012-06-11,21621,,product,revenue,516.2,58,,4.476,92.05,True,Critical,Spike,True
2012-11-09,22625,,product,revenue,873.14,101,,4.484,127.38,True,Critical,Spike,True
2013-12-26,48194,DOORMAT HEARTS,product,revenue,506.35,65,,4.487,78.71,True,Critical,Spike,True
2011-12-05,22423,damages,product,revenue,1830.15,165,,4.489,414.67,True,Critical,Spike,True
2014-02-19,85123A,CREAM HANGING HEART T-LIGHT HOLDER,product,revenue,420.7,144,,4.489,66.01,True,Critical,Spike,True
2014-12-17,22605,WOODEN CROQUET GARDEN SET,product,revenue,1409.8,100,,4.49,200.32,True,Critical,Spike,True
2015-01-15,85066,CREAM SWEETHEART MINI CHEST,product,revenue,985.37,80,,4.49,173.74,True,Critical,Spike,True
2013-04-08,48187,DOORMAT NEW ENGLAND,product,revenue,637.53,83,,4.491,103.12,True,Critical,Spike,True
2015-12-04,84879,damaged,product,revenue,197.15,117,,4.493,35.69,True,Critical,Spike,True
2015-04-22,22111,SCOTTIE DOG HOT WATER BOTTLE,product,revenue,236.5,50,,4.494,48.11,True,Critical,Spike,True
2012-01-30,22424,ENAMEL BREAD BIN CREAM,product,revenue,692.64,52,,4.495,95.74,True,Critical,Spike,True
2014-05-23,22847,,product,revenue,1864.85,115,,4.495,269.64,True,Critical,Spike,True
2011-10-10,48194,DOORMAT HEARTS,product,price,15.79,2,,4.502,7.9,True,Critical,Spike,True
2015-04-30,22111,SCOTTIE DOG HOT WATER BOTTLE,product,revenue,428.92,89,,4.528,60.12,True,Critical,Spike,True
2011-10-11,21523,DOORMAT FANCY FONT HOME SWEET HOME,product,price,15.79,1,,4.538,7.71,True,Critical,Spike,True
2014-09-01,48138,DOORMAT UNION FLAG,product,revenue,762.03,96,,4.544,125.29,True,Critical,Spike,True
2013-08-21,22726,,product,revenue,419.12,107,,4.545,72.66,True,Critical,Spike,True
2012-10-20,22193,RED DINER WALL CLOCK,product,revenue,937.84,110,,4.548,135.52,True,Critical,Spike,True
2015-05-06,21755,LOVE BUILDING BLOCK WORD,product,revenue,445.0,77,,4.555,81.26,True,Critical,Spike,True
2015-10-19,21621,,product,revenue,581.07,68,,4.556,97.17,True,Critical,Spike,True
2013-01-07,82483,crushed,product,revenue,644.0,100,,4.562,102.65,True,Critical,Spike,True
2011-03-11,85066,CREAM SWEETHEART MINI CHEST,product,revenue,1153.2,104,,4.566,132.28,True,Critical,Spike,True
2012-01-17,22625,,product,revenue,570.52,68,,4.577,76.9,True,Critical,Spike,True
2011-10-10,22624,IVORY KITCHEN SCALES,product,price,10.306666666666667,9,,4.594,8.5,True,Critical,Spike,True
2011-06-10,85099B,JUMBO BAG RED RETROSPOT,product,revenue,2721.8,1480,,4.602,363.26,True,Critical,Spike,True
2014-08-08,22457,NATURAL SLATE HEART CHALKBOARD ,product,revenue,335.4,110,,4.604,47.87,True,Critical,Spike,True
2012-04-12,C2,,product,revenue,2027.6,40,,4.615,215.02,True,Critical,Spike,True
2013-11-29,48138,DOORMAT UNION FLAG,product,revenue,978.07,123,,4.62,112.32,True,Critical,Spike,True
2011-05-10,23245,SET OF 3 REGENCY CAKE TINS,product,revenue,1215.0,292,,4.621,134.17,True,Critical,Spike,True
2013-03-06,22487,WHITE WOOD GARDEN PLANT LADDER,product,revenue,764.61,77,,4.63,116.75,True,Critical,Spike,True
2012-06-14,82484,WOOD BLACK BOARD ANT WHITE FINISH,product,revenue,696.79,92,,4.635,106.43,True,Critical,Spike,True
2015-01-02,22727,ALARM CLOCK BAKELIKE RED ,product,revenue,514.62,134,,4.636,77.0,True,Critical,Spike,True
2012-07-03,22424,ENAMEL BREAD BIN CREAM,product,revenue,1683.48,138,,4.639,238.6,True,Critical,Spike,True
2012-09-14,22423,damages,product,revenue,1138.39,91,,4.641,213.31,True,Critical,Spike,True
2013-05-07,85066,CREAM SWEETHEART MINI CHEST,product,revenue,923.04,72,,4.643,178.69,True,Critical,Spike,True
2014-11-14,22846,BREAD BIN DINER STYLE RED ,product,revenue,1154.16,70,,4.654,162.2,True,Critical,Spike,True
2011-05-12,22424,ENAMEL BREAD BIN CREAM,product,price,18.855,2,,4.668,12.71,True,Critical,Spike,True
2014-05-03,22193,RED DINER WALL CLOCK,product,revenue,612.0,72,,4.682,82.05,True,Critical,Spike,True
2013-03-29,21621,,product,revenue,783.58,92,,4.686,99.23,True,Critical,Spike,True
2011-10-10,22193,RED DINER WALL CLOCK,product,price,9.51625,8,,4.7,8.52,True,Critical,Spike,True
2011-04-07,21523,DOORMAT FANCY FONT HOME SWEET HOME,product,revenue,1374.0,300,,4.701,107.02,True,Critical,Spike,True
2011-05-12,22138,BAKING SET 9 PIECE RETROSPOT ,product,price,7.383333333333333,12,,4.702,5.04,True,Critical,Spike,True
2011-07-06,48138,DOORMAT UNION FLAG,product,revenue,939.85,203,,4.704,102.07,True,Critical,Spike,True
2011-05-01,79321,,product,revenue,2270.85,563,,4.711,227.59,True,Critical,Spike,True
2015-08-15,22112,CHOCOLATE HOT WATER BOTTLE,product,revenue,479.43,101,,4.713,76.22,True,Critical,Spike,True
2013-12-21,84879,damaged,product,revenue,253.27,149,,4.715,42.17,True,Critical,Spike,True
2012-11-27,22457,NATURAL SLATE HEART CHALKBOARD ,product,revenue,398.92,136,,4.724,59.39,True,Critical,Spike,True
2011-05-12,22960,JAM MAKING SET WITH JARS,product,price,6.086363636363636,11,,4.731,4.19,True,Critical,Spike,True
2012-02-06,48187,DOORMAT NEW ENGLAND,product,revenue,875.22,111,,4.741,105.41,True,Critical,Spike,True
2013-04-18,22138,BAKING SET 9 PIECE RETROSPOT ,product,revenue,380.5,77,,4.743,58.4,True,Critical,Spike,True
2011-05-04,22726,,product,revenue,1024.5,302,,4.763,116.58,True,Critical,Spike,True
2012-10-06,85066,CREAM SWEETHEART MINI CHEST,product,revenue,1269.4,100,,4.765,181.64,True,Critical,Spike,True
2014-06-13,,,overall,revenue,81500.45,6575,677.0,4.774,19868.52,True,Critical,Spike,True
2012-01-09,22487,WHITE WOOD GARDEN PLANT LADDER,product,revenue,314.03,31,,4.783,41.9,True,Critical,Spike,True
2012-03-31,22720,,product,revenue,782.85,157,,4.786,115.76,True,Critical,Spike,True
2011-09-12,,,overall,revenue,184198.67,90465,600.0,4.792,31662.45,True,Critical,Spike,True
2011-05-12,22726,,product,price,4.852972972972973,37,,4.811,3.76,True,Critical,Spike,True
2013-10-16,23245,SET OF 3 REGENCY CAKE TINS,product,revenue,580.82,117,,4.846,57.23,True,Critical,Spike,True
2014-05-02,21843,smashed,product,revenue,946.8,90,,4.849,131.83,True,Critical,Spike,True
2012-01-03,21755,LOVE BUILDING BLOCK WORD,product,revenue,496.47,86,,4.852,58.29,True,Critical,Spike,True
2012-03-23,21523,DOORMAT FANCY FONT HOME SWEET HOME,product,revenue,564.34,73,,4.86,75.24,True,Critical,Spike,True
2015-05-02,22727,ALARM CLOCK BAKELIKE RED ,product,revenue,422.66,113,,4.866,55.63,True,Critical,Spike,True
2015-09-21,22625,,product,revenue,740.88,90,,4.873,102.52,True,Critical,Spike,True
2015-04-13,20685,DOORMAT RED RETROSPOT,product,revenue,909.96,124,,4.897,103.83,True,Critical,Spike,True
2011-03-10,22139,amazon,product,price,7.6045454545454545,11,,4.923,5.0,True,Critical,Spike,True
2011-03-10,22457,NATURAL SLATE HEART CHALKBOARD ,product,price,4.1925,16,,4.926,2.97,True,Critical,Spike,True
2015-04-18,22605,WOODEN CROQUET GARDEN SET,product,revenue,1408.0,100,,4.947,160.17,True,Critical,Spike,True
2011-09-11,84879,damaged,product,revenue,1929.28,1312,,5.0,195.25,True,Critical,Spike,True
2012-06-05,47566,PARTY BUNTING,product,revenue,901.16,184,,5.002,111.16,True,Critical,Spike,True
2015-11-11,22624,IVORY KITCHEN SCALES,product,revenue,1197.76,144,,5.03,120.56,True,Critical,Spike,True
2011-06-01,22720,,product,revenue,1158.6,268,,5.042,119.54,True,Critical,Spike,True
2011-11-01,21621,,product,revenue,1649.82,186,,5.06,124.44,True,Critical,Spike,True
2014-06-13,22625,,product,revenue,990.73,117,,5.074,114.54,True,Critical,Spike,True
2011-03-05,POST,,product,revenue,8290.75,9,,5.077,515.02,True,Critical,Spike,True
2011-03-05,POST,,product,price,921.1944444444445,9,,5.095,54.84,True,Critical,Spike,True
2013-02-16,22139,amazon,product,revenue,730.34,150,,5.103,71.24,True,Critical,Spike,True
2011-05-04,22727,ALARM CLOCK BAKELIKE RED ,product,revenue,1702.5,502,,5.118,140.1,True,Critical,Spike,True
2011-07-12,22457,NATURAL SLATE HEART CHALKBOARD ,product,revenue,1687.2,656,,5.144,135.75,True,Critical,Spike,True
2011-04-07,48187,DOORMAT NEW ENGLAND,product,revenue,1389.9,302,,5.154,91.82,True,Critical,Spike,True
2011-05-12,21754,HOME BUILDING BLOCK WORD,product,price,11.63,1,,5.156,6.17,True,Critical,Spike,True
2011-04-08,84879,damaged,product,revenue,4868.15,3335,,5.207,303.0,True,Critical,Spike,True
2011-03-10,22624,IVORY KITCHEN SCALES,product,price,16.63,3,,5.22,8.66,True,Critical,Spike,True
2012-02-13,C2,,product,revenue,1064.8,22,,5.241,97.25,True,Critical,Spike,True
2011-04-07,48194,DOORMAT HEARTS,product,revenue,1374.0,300,,5.262,81.05,True,Critical,Spike,True
2011-11-01,85123A,CREAM HANGING HEART T-LIGHT HOLDER,product,revenue,8656.0,3114,,5.276,491.99,True,Critical,Spike,True
2011-10-10,22726,,product,price,4.1033333333333335,21,,5.295,3.76,True,Critical,Spike,True
2012-01-30,C2,,product,price,50.93,3,,5.295,50.03,True,Critical,Spike,False
2011-04-07,20685,DOORMAT RED RETROSPOT,product,price,4.58,200,,-3.873,7.52,True,High,Drop,True
2011-07-06,48138,DOORMAT UNION FLAG,product,price,4.629802955665024,203,,-3.854,7.62,True,High,Drop,True
2011-05-04,22726,,product,price,3.392384105960265,302,,-3.815,3.73,True,High,Drop,True
2011-02-02,21621,,product,price,8.15,3,,-3.75,8.48,True,High,Drop,False
2011-04-08,22424,ENAMEL BREAD BIN CREAM,product,price,10.95,8,,-3.679,12.63,True,High,Drop,True
2011-10-02,22424,ENAMEL BREAD BIN CREAM,product,price,11.31,10,,-3.679,12.65,True,High,Drop,True
2011-03-10,22727,ALARM CLOCK BAKELIKE RED ,product,price,3.400485436893204,103,,-3.466,3.72,True,High,Drop,True
2011-04-08,84879,damaged,product,price,1.4597151424287855,3335,,-3.403,1.67,True,High,Drop,True
