product_id,product_name,category,sub_category,transaction_count,total_quantity,total_revenue,cumulative_revenue,cumulative_percentage,revenue_percentage,abc_class
22727,ALARM CLOCK BAKELIKE RED ,General,General,397,3640,12887.75,654450.4799999999,17.563480954043182,0.3458684172184732,A
85099F,,General,General,274,6848,12490.06,666940.5399999999,17.89867656872874,0.33519561468555514,A
20725,LUNCH BAG RED SPOTTY,General,General,546,7650,12081.62,679022.1599999999,18.22291088323942,0.3242343145106827,A
20685,DOORMAT RED RETROSPOT,General,General,257,1922,12016.7,691038.8599999999,18.545402940362596,0.32249205712317724,A
23355,HOT WATER BOTTLE KEEP CALM,General,General,293,2578,11666.7,702705.5599999998,18.858502051003533,0.313099110640939,A
21175,GIN AND TONIC DIET METAL SIGN,General,General,310,5397,11641.06,714346.6199999999,19.170913061222176,0.31241101021864015,A
22457,NATURAL SLATE HEART CHALKBOARD ,General,General,409,4021,11344.79,725691.4099999999,19.475373076428554,0.3044600152063753,A
22910,PAPER CHAIN KIT VINTAGE CHRISTMAS,General,General,315,4075,11073.13,736764.5399999999,19.772542554945314,0.2971694785167614,A
21733,RED HANGING HEART T-LIGHT HOLDER,General,General,293,3747,11036.33,747800.8699999999,20.068724432231942,0.296181877286629,A
22720,,General,General,437,2329,10959.03,758759.8999999999,20.362831810195495,0.2941073779635518,A
22960,JAM MAKING SET WITH JARS,General,General,341,2702,10811.86,769571.7599999999,20.652989588348213,0.29015777815272037,A
21621,,General,General,175,1323,10775.16,780346.9199999999,20.942162448969796,0.2891728606215828,A
21181,dotcom,General,General,327,5325,10550.46,790897.3799999999,21.22530503794978,0.28314258897998584,A
48187,DOORMAT NEW ENGLAND,General,General,236,1694,10217.5,801114.8799999999,21.499511982756268,0.2742069448064829,A
48185,?,General,General,109,1612,10052.58,811167.4599999998,21.769292971180317,0.26978098842405224,A
48138,DOORMAT UNION FLAG,General,General,221,1555,9976.51,821143.9699999999,22.037032469778932,0.2677394985986127,A
22112,CHOCOLATE HOT WATER BOTTLE,General,General,304,2132,9775.94,830919.9099999998,22.29938927330342,0.2623568035244912,A
22629,SPACEBOY LUNCH BOX ,General,General,302,5458,9714.08,840633.9899999998,22.560085940629648,0.2606966673262304,A
15056N,EDWARDIAN PARASOL NATURAL,General,General,166,1812,9621.21,850255.1999999997,22.818290256699292,0.25820431606964334,A
23201,JUMBO BAG ALPHABET,General,General,287,4995,9597.05,859852.2499999998,23.075846191091763,0.25755593439246943,A
22189,CREAM HEART CARD HOLDER,General,General,187,3374,9338.08,869190.3299999997,23.32645215019707,0.2506059591053117,A
22961,JAM MAKING SET PRINTED,General,General,385,6683,9334.95,878525.2799999997,23.57697410952384,0.2505219593267705,A
21523,DOORMAT FANCY FONT HOME SWEET HOME,General,General,168,1569,9286.49,887811.7699999997,23.82619554831767,0.24922143879382974,A
22726,,General,General,355,2493,9242.4,897054.1699999997,24.07423374422464,0.2480381959069672,A
85099C,JUMBO  BAG BAROQUE BLACK WHITE,General,General,276,4938,9187.53,906241.6999999997,24.320799394493093,0.24656565026845179,A
23199,JUMBO BAG APPLES,General,General,286,4702,9093.66,915335.3599999998,24.564845856515007,0.24404646202191546,A
22328,ROUND SNACK BOXES SET OF 4 FRUITS ,General,General,189,3348,8986.2,924321.5599999997,24.806008415596974,0.24116255908196887,A
21623,VINTAGE UNION JACK MEMOBOARD,General,General,90,1257,8964.21,933285.7699999997,25.04658082926996,0.24057241367298476,A
21166,?,General,General,276,4597,8941.74,942227.5099999997,25.286550215778785,0.2399693865088251,A
21931,JUMBO STORAGE BAG SUKI,General,General,323,4677,8890.17,951117.6799999997,25.52513561871593,0.23858540293714217,A
22865,,General,General,280,4367,8705.54,959823.2199999997,25.75876610819874,0.2336304894828118,A
22699,ROSES REGENCY TEACUP AND SAUCER ,General,General,333,3153,8698.35,968521.5699999997,25.992203639723815,0.23343753152507665,A
84946,ANTIQUE SILVER T-LIGHT GLASS,General,General,319,7454,8675.38,977196.9499999997,26.22502472558976,0.2328210858659423,A
48194,DOORMAT HEARTS,General,General,192,1458,8602.5,985799.4499999997,26.455889931628203,0.23086520603844085,A
23245,SET OF 3 REGENCY CAKE TINS,General,General,271,1830,8459.38,994258.8299999997,26.682914227665105,0.22702429603690386,A
85066,CREAM SWEETHEART MINI CHEST,General,General,177,706,8409.3,1002668.1299999998,26.90859452724535,0.22568029958024532,A
21108,FAIRY CAKE FLANNEL ASSORTED COLOUR,General,General,78,4738,8328.18,1010996.3099999998,27.13209781020091,0.223503282955562,A
23209,LUNCH BAG VINTAGE DOILY ,General,General,411,5198,8317.66,1019313.9699999999,27.355318768022208,0.22322095782129586,A
21929,JUMBO BAG PINK VINTAGE PAISLEY,General,General,274,4418,8248.17,1027562.1399999999,27.576674823411935,0.22135605538972236,A
22326,ROUND SNACK BOXES SET OF4 WOODLAND ,General,General,250,2966,8234.14,1035796.2799999999,27.79765435583267,0.22097953242073434,A
21731,RED TOADSTOOL LED NIGHT LIGHT,General,General,211,5349,8232.97,1044029.2499999999,28.018602488975162,0.2209481331424937,A
82482,WOODEN PICTURE FRAME WHITE FINISH,General,General,364,3397,8146.74,1052175.99,28.237236468474336,0.21863397949916974,A
22138,BAKING SET 9 PIECE RETROSPOT ,General,General,321,1718,8112.44,1060288.43,28.454949939218245,0.21771347074391037,A
22666,RECIPE BOX PANTRY YELLOW DESIGN,General,General,351,2926,8080.86,1068369.29,28.67181589781956,0.21686595860131297,A
23202,JUMBO BAG VINTAGE LEAF,General,General,314,4088,8056.89,1076426.18,28.888038573771784,0.2162226759522294,A
22090,PAPER BUNTING RETROSPOT,General,General,229,2947,7953.69,1084379.8699999999,29.101491672361252,0.21345309858946657,A
22383,LUNCH BAG SUKI DESIGN ,General,General,435,4942,7876.78,1092256.65,29.31288073805372,0.21138906569246962,A
84997D,CHILDRENS CUTLERY POLKADOT PINK,General,General,171,2060,7805.5,1100062.15,29.522356863102605,0.20947612504888694,A
22659,LUNCH BOX I LOVE LONDON,General,General,201,4509,7794.91,1107857.0599999998,29.73154878442793,0.20919192132532435,A
71477,COLOURED GLASS STAR T-LIGHT HOLDER,General,General,125,2529,7640.07,1115497.13,29.936585266229514,0.20503648180158215,A
22411,JUMBO SHOPPER VINTAGE RED PAISLEY,General,General,337,3881,7528.53,1123025.66,30.13862835017216,0.20204308394264262,A
22492,MINI PAINT SET VINTAGE ,General,General,133,12343,7433.87,1130459.53,30.338131044646204,0.1995026944740464,A
22728,ALARM CLOCK BAKELIKE PINK,General,General,263,2041,7402.3,1137861.83,30.536786495347556,0.19865545070134852,A
20727,LUNCH BAG  BLACK SKULL.,General,General,436,4626,7391.3,1145253.1300000001,30.735146739159465,0.19836024381190676,A
22697,GREEN REGENCY TEACUP AND SAUCER,General,General,303,2653,7362.75,1152615.8800000001,30.93274078690832,0.19759404774885558,A
15036,,General,General,130,9995,7331.97,1159947.85,31.129508792106535,0.19676800519821763,A
22111,SCOTTIE DOG HOT WATER BOTTLE,General,General,285,1546,7299.9,1167247.75,31.32541613503708,0.1959073429305451,A
22867,,General,General,251,3637,7268.79,1174516.54,31.520488579210305,0.19507244417322386,A
22139,amazon,General,General,316,1491,7240.83,1181757.37,31.71481066114455,0.19432208193424277,A
22467,,General,General,237,3158,7205.11,1188962.4800000002,31.908174125797807,0.1933634646532555,A
21843,smashed,General,General,192,673,7122.35,1196084.8300000003,32.099316561162865,0.1911424353650554,A
22866,,General,General,241,3526,7027.32,1203112.1500000004,32.287908677373046,0.18859211621017796,A
84997C,CHILDRENS CUTLERY POLKADOT BLUE,General,General,131,1863,7017.05,1210129.2000000004,32.47622517769644,0.18831650032339917,A
21754,HOME BUILDING BLOCK WORD,General,General,283,1183,6932.53,1217061.7300000004,32.662273415629336,0.18604823793288838,A
84078A,SET/4 WHITE RETRO STORAGE CUBES ,General,General,43,193,6925.35,1223987.0800000005,32.84812896397439,0.18585554834505275,A
22630,DOLLY GIRL LUNCH BOX,General,General,249,3824,6860.72,1230847.8000000005,33.032250037659026,0.1841210736846326,A
22622,BOX OF VINTAGE ALPHABET BLOCKS,General,General,97,704,6846.6,1237694.4000000006,33.21599217304557,0.18374213538654915,A
15056BL,EDWARDIAN PARASOL BLACK,General,General,121,1258,6809.61,1244504.0100000007,33.39874160817391,0.18274943512832628,A
82486,3 DRAWER ANTIQUE WHITE WOOD CABINET,General,General,231,805,6807.03,1251311.0400000007,33.58142180386816,0.18268019569425722,A
21928,JUMBO BAG SCANDINAVIAN BLUE PAISLEY,General,General,224,3605,6737.75,1258048.7900000007,33.762242732898734,0.18082092903057304,A
23344,JUMBO BAG 50'S CHRISTMAS ,General,General,240,3388,6724.99,1264773.7800000007,33.94272122193755,0.18047848903882058,A
20713,wrongly coded 23343,General,General,163,3660,6708.14,1271481.9200000006,34.12274750769573,0.1800262857581757,A
20728,LUNCH BAG CARS BLUE,General,General,391,4209,6707.13,1278189.0500000005,34.30274668809405,0.17999918039832696,A
82494L,crushed ctn,General,General,340,2361,6678.77,1284867.8200000005,34.48198477145742,0.17923808336336616,A
20914,SET/5 RED SPOTTY LID GLASS BOWLS,General,General,332,2378,6668.74,1291536.5600000005,34.66095367981159,0.17896890835417517,A
22693,GROW A FLYTRAP OR SUNFLOWER IN TIN,General,General,101,6100,6657.56,1298194.1200000006,34.83962255061814,0.17866887080654256,A
85152,,General,General,251,3421,6656.09,1304850.2100000007,35.01825197104946,0.17862942043131713,A
20712,JUMBO BAG WOODLAND ANIMALS,General,General,188,3509,6644.54,1311494.7500000007,35.196571424246855,0.17831945319740328,A
22624,IVORY KITCHEN SCALES,General,General,291,796,6615.51,1318110.2600000007,35.374111799626036,0.1775403753791765,A
23356,LOVE HOT WATER BOTTLE,General,General,198,1207,6605.65,1324715.9100000006,35.55138756228431,0.17727576265827685,A
22379,RECYCLING BAG RETROSPOT ,General,General,154,3410,6564.09,1331280.0000000007,35.7275479796403,0.17616041735598595,A
23206,LUNCH BAG APPLE DESIGN,General,General,328,4124,6554.6,1337834.6000000008,35.90345371396167,0.17590573432136755,A
22191,IVORY DINER WALL CLOCK,General,General,157,812,6509.3,1344343.9000000008,36.07814373263834,0.17469001867666642,A
84997B,CHILDRENS CUTLERY RETROSPOT RED ,General,General,138,1737,6507.11,1350851.010000001,36.252774978307016,0.17463124566867755,A
22385,JUMBO BAG SPACEBOY DESIGN,General,General,212,3495,6478.06,1357329.070000001,36.426626609417674,0.1738516311106518,A
22384,LUNCH BAG PINK POLKADOT,General,General,366,4015,6394.67,1363723.740000001,36.59824030393645,0.17161369451878367,A
22722,,General,General,261,1708,6362.6,1370086.340000001,36.76899333618756,0.17075303225111116,A
22114,,General,General,239,1614,6359.88,1376446.220000001,36.93967337182601,0.1706800356384492,A
21212,PACK OF 72 RETROSPOT CAKE CASES,General,General,433,13006,6358.64,1382804.8600000008,37.11032012959692,0.17064675777091212,A
22382,LUNCH BAG SPACEBOY DESIGN ,General,General,402,3935,6311.71,1389116.5700000008,37.279707427429514,0.1693872978325937,A
22413,METAL SIGN TAKE IT OR LEAVE IT ,General,General,162,2240,6272.72,1395389.2900000007,37.448048351023985,0.16834092359447236,A
84347,ROTATING SILVER ANGELS T-LIGHT HLDR,General,General,123,2682,6232.06,1401621.3500000008,37.615298082607126,0.1672497315831358,A
22077,6 RIBBONS RUSTIC CHARM,General,General,292,3551,6181.71,1407803.0600000008,37.781196571746314,0.16589848913919095,A
22698,,General,General,238,2111,5866.37,1413669.4300000009,37.93863228447491,0.1574357127285938,A
21891,,General,General,155,4640,5845.48,1419514.9100000008,38.09550737248346,0.15687508800855393,A
23543,WALL ART KEEP CALM ,General,General,53,1095,5838.15,1425353.0600000008,38.25218574535569,0.15667837287222589,A
23313,VINTAGE CHRISTMAS BUNTING,General,General,148,1248,5801.6,1431154.6600000008,38.40788322624527,0.15569748088958077,A
82483,crushed,General,General,207,937,5796.69,1436951.3500000008,38.5634489375142,0.1555657112689299,A
20971,PINK BLUE FELT CRAFT TRINKET BOX,General,General,192,5140,5785.95,1442737.3000000007,38.71872641951107,0.15527748199687494,A
84077,WORLD WAR 2 GLIDERS ASSTD DESIGNS,General,General,202,23386,5768.44,1448505.7400000007,38.873533985813935,0.15480756630286355,A
48188,DOORMAT WELCOME PUPPIES,General,General,98,1077,5750.39,1454256.1300000006,39.027857144448205,0.15432315863427953,A
22752,SET 7 BABUSHKA NESTING BOXES,General,General,126,796,5717.69,1459973.8200000005,39.181302733511146,0.153445589062939,A
84029E,,General,General,166,1537,5674.47,1465648.2900000005,39.333588427868484,0.15228569435733233,A
22149,,General,General,212,2884,5635.52,1471283.8100000005,39.48482882146729,0.15124039359880898,A
21485,RETROSPOT HEART HOT WATER BOTTLE,General,General,243,1184,5626.32,1476910.1300000006,39.63582231475857,0.15099349329127584,A
22570,,General,General,152,1584,5585.76,1482495.8900000006,39.7857272997375,0.14990498497893417,A
21755,LOVE BUILDING BLOCK WORD,General,General,256,943,5584.11,1488080.0000000007,39.93558800368302,0.1498607039455179,A
22273,FELTCRAFT DOLL MOLLY,General,General,118,2100,5567.08,1493647.0800000008,40.08499167368971,0.14940367000668214,A
20726,LUNCH BAG WOODLAND,General,General,350,3453,5559.93,1499207.0100000007,40.23420345921825,0.14921178552854503,A
23173,REGENCY TEAPOT ROSES ,General,General,130,620,5557.0,1504764.0100000007,40.38333661236624,0.1491331531479937,A
82583,amazon,General,General,184,2817,5507.94,1510271.9500000007,40.531153142787325,0.14781653042108336,A
22941,CHRISTMAS LIGHTS 10 REINDEER,General,General,127,692,5507.7,1515779.6500000006,40.678963232330815,0.14781008954349556,A
22969,HOMEMADE JAM SCENTED CANDLES,General,General,215,3924,5488.2,1521267.8500000006,40.826250000570305,0.14728676823948514,A
23240,SET OF 4 KNICK KNACK TINS  DOILEY ,General,General,177,1345,5408.95,1526676.8000000005,40.971409937356306,0.14515993678600692,A
23207,LUNCH BAG ALPHABET DESIGN,General,General,268,3423,5390.43,1532067.2300000004,41.116072853088454,0.14466291573214676,A
23582,VINTAGE DOILY JUMBO BAG RED ,General,General,100,2860,5361.9,1537429.1300000004,41.259970109497345,0.1438972564088946,A
22084,,General,General,146,1956,5347.0,1542776.1300000004,41.40346749475599,0.14349738525865077,A
84997A,CHILDRENS CUTLERY POLKADOT GREEN ,General,General,103,1419,5341.79,1548117.9200000004,41.54682505929701,0.14335756454101517,A
48184,DOORMAT ENGLISH ROSE ,General,General,159,740,5339.1,1553457.0200000005,41.69011043233507,0.14328537303805167,A
22835,HOT WATER BOTTLE I AM SO POORLY,General,General,210,1114,5242.12,1558699.1400000006,41.83079315408784,0.1406827217527732,A
22690,DOORMAT HOME SWEET HOME BLUE ,General,General,130,889,5224.45,1563923.5900000005,41.97100166622821,0.14020851214036992,A
23077,DOUGHNUT LIP GLOSS ,General,General,145,4281,5208.45,1569132.0400000005,42.110780786529396,0.13977912030118186,A
22083,PAPER CHAIN KIT RETROSPOT,General,General,193,1856,5192.88,1574324.9200000004,42.25014205489706,0.13936126836767204,A
84978,HANGING HEART JAR T-LIGHT HOLDER,General,General,238,4515,5191.17,1579516.0900000003,42.389457432011916,0.1393153771148588,A
22993,SET OF 4 PANTRY JELLY MOULDS,General,General,345,4290,5160.56,1584676.6500000004,42.52795132886443,0.1384938968525122,A
22427,damages,General,General,198,894,5127.98,1589804.6300000004,42.6655708765844,0.13761954771996557,A
22558,CLOTHES PEGS RETROSPOT PACK 24 ,General,General,265,3429,5115.25,1594919.8800000004,42.80284878942231,0.1372779128379116,A
21479,?,General,General,185,1377,5098.75,1600018.6300000004,42.93968389192606,0.13683510250374892,A
23200,JUMBO BAG PEARS,General,General,196,2612,5082.06,1605100.6900000004,43.07607108506756,0.13638719314149592,A
22617,"mouldy, thrown away.",General,General,171,1088,5075.34,1610176.0300000005,43.21227793363659,0.13620684856903695,A
21217,RED RETROSPOT ROUND CAKE TINS,General,General,122,539,5051.05,1615227.0800000005,43.34783291171976,0.1355549780831696,A
22113,GREY HEART HOT WATER BOTTLE,General,General,202,1328,5048.73,1620275.8100000005,43.483325627986254,0.13549271626648732,A
22847,,General,General,142,318,5028.1,1625303.9100000006,43.61826469715009,0.13493906916383427,A
22551,PLASTERS IN TIN SPACEBOY,General,General,262,3116,4976.8,1630280.7100000007,43.75182702872953,0.13356233157943764,A
48173C,,General,General,66,964,4913.5,1635194.2100000007,43.88369057884518,0.13186355011564999,A
47590B,check,General,General,152,958,4901.1,1640095.3100000008,44.01522135028546,0.13153077144027928,A
22607,WOODEN ROUNDERS GARDEN SET ,General,General,125,537,4867.86,1644963.1700000009,44.14586006017983,0.13063870989436613,A
22568,,General,General,186,1358,4862.93,1649826.1000000008,44.27636646371374,0.13050640353391632,A
22188,BLACK HEART CARD HOLDER,General,General,71,1882,4841.84,1654667.9400000009,44.40630687512963,0.12994041141588658,A
20750,RED RETROSPOT MINI CASES,General,General,159,662,4818.1,1659486.040000001,44.53561017640413,0.12930330127449136,A
71459,HANGING JAM JAR T-LIGHT HOLDERS,General,General,164,6261,4807.05,1664293.090000001,44.66461692893968,0.12900675253555213,A
20749,ASSORTED COLOUR MINI CASES,General,General,152,672,4803.2,1669096.290000001,44.793520359063926,0.1289034301242475,A
22560,TRADITIONAL MODELLING CLAY,General,General,137,4229,4791.3,1673887.590000001,44.922104429007774,0.1285840699438514,A
21790,VINTAGE SNAP CARDS,General,General,307,6122,4721.42,1678609.010000001,45.048813130093976,0.12670870108619767,A
23076,ICE CREAM SUNDAE LIP GLOSS,General,General,112,3914,4721.14,1683330.1500000008,45.175514316822984,0.12670118672901187,A
22625,,General,General,218,572,4708.8,1688038.950000001,45.30188433509602,0.1263700182730381,A
22501,Found,General,General,123,515,4689.55,1692728.500000001,45.42773774131254,0.125853406216515,A
21524,DOORMAT SPOTTY HOME SWEET HOME,General,General,169,625,4644.65,1697373.1500000008,45.55238616668033,0.12464842536779357,A
85014B,RED RETROSPOT UMBRELLA,General,General,117,856,4643.26,1702016.4100000008,45.676997288632094,0.1246111219517641,A
22569,?,General,General,128,1314,4642.38,1706658.7900000007,45.8015847940327,0.12458750540060878,A
21232,STRAWBERRY CERAMIC TRINKET POT,General,General,234,3858,4561.25,1711220.0400000007,45.923995014438724,0.12241022040602595,A
84029G,,General,General,137,1210,4556.64,1715776.6800000006,46.04628151632108,0.1222865018823599,A
21430,SET/3 RED GINGHAM ROSE STORAGE BOX,General,General,139,1287,4540.65,1720317.3300000005,46.16813889473415,0.12185737841307134,A
22147,check,General,General,207,3391,4540.63,1724857.9600000004,46.28999573640742,0.12185684167327238,A
47590A,BLUE HAPPY BIRTHDAY BUNTING,General,General,150,875,4528.75,1729386.7100000004,46.4115337546401,0.12153801823267525,A
85048,15CM CHRISTMAS GLASS BALL 20 LIGHTS,General,General,101,607,4511.65,1733898.3600000003,46.532612860344635,0.12107910570454304,A
22662,LUNCH BAG DOLLY GIRL DESIGN,General,General,240,2876,4504.36,1738402.7200000004,46.65349632439245,0.120883464047813,A
22632,,General,General,169,2251,4502.34,1742905.0600000005,46.774325577720575,0.12082925332811553,A
21791,VINTAGE HEADS AND TAILS CARD GAME ,General,General,206,3896,4497.5,1747402.5600000005,46.89502494001733,0.12069936229676112,A
22633,,General,General,203,2206,4474.08,1751876.6400000006,47.01509578000948,0.12007083999214965,A
21930,JUMBO STORAGE BAG SKULLS,General,General,197,2329,4462.67,1756339.3100000005,47.13486040994631,0.11976462993682868,A
23108,SET OF 10 LED DOLLY LIGHTS,General,General,145,778,4438.87,1760778.1800000006,47.25398631952235,0.11912590957603647,A
22555,PLASTERS IN TIN STRONGMAN,General,General,194,2755,4432.19,1765210.3700000006,47.37293295800552,0.11894663848317547,A
22992,REVOLVER WOODEN RULER ,General,General,102,2512,4428.98,1769639.3500000006,47.491793449750965,0.11886049174543838,A
84947,ANTIQUE SILVER TEA GLASS ENGRAVED,General,General,149,3859,4376.53,1774015.8800000006,47.60924634137356,0.11745289162260011,A
21936,RED RETROSPOT PICNIC BAG,General,General,159,1585,4367.11,1778382.9900000007,47.726446428550844,0.11720008717727814,A
23301,GARDENERS KNEELING PAD KEEP CALM ,General,General,284,2695,4363.79,1782746.7800000007,47.84355741692149,0.11711098837064664,A
22776,SWEETHEART 3 TIER CAKE STAND ,General,General,185,460,4337.75,1787084.5300000007,47.95996957007386,0.11641215315236811,A
84755,COLOUR GLASS T-LIGHT HOLDER HANGING,General,General,232,7122,4326.66,1791411.1900000006,48.07608410100769,0.1161145309338309,A
22193,RED DINER WALL CLOCK,General,General,186,519,4315.56,1795726.7500000007,48.19190074135308,0.11581664034539423,A
22561,WOODEN SCHOOL COLOURING SET,General,General,162,2766,4311.14,1800037.8900000006,48.3075987622029,0.11569802084981852,A
47566B,reverse previous adjustment,General,General,138,953,4308.45,1804346.3400000005,48.423224591549754,0.11562582934685503,A
20724,RED RETROSPOT CHARLOTTE BAG,General,General,299,5367,4248.13,1808594.4700000004,48.53723161366287,0.11400702211311615,A
22730,ALARM CLOCK BAKELIKE IVORY,General,General,206,1155,4237.65,1812832.1200000003,48.65095738412131,0.11372577045844798,A
22502,PICNIC BASKET WICKER 60 PIECES,General,General,117,794,4232.3,1817064.4200000004,48.76453957668353,0.11358219256221949,A
23256,KIDS CUTLERY SPACEBOY ,General,General,138,1065,4226.43,1821290.8500000003,48.87796423611475,0.11342465943121739,A
84945,MULTI COLOUR SILVER T-LIGHT HOLDER,General,General,136,5318,4201.52,1825492.3700000003,48.99072038612633,0.11275615001158153,A
23208,LUNCH BAG VINTAGE LEAF DESIGN,General,General,238,2624,4194.8,1829687.1700000004,49.103296191565455,0.11257580543912254,A
22846,BREAD BIN DINER STYLE RED ,General,General,126,261,4159.95,1833847.1200000003,49.21493672790484,0.11164053633939108,A
82582,??,General,General,167,2081,4146.18,1837993.3000000003,49.326207718892626,0.1112709909877899,A
85150,,General,General,168,1816,4122.0,1842115.3000000003,49.43682979146345,0.11062207257081698,A
22554,PLASTERS IN TIN WOODLAND ANIMALS,General,General,252,2518,4117.94,1846233.2400000002,49.54734290585507,0.11051311439162301,A
22605,WOODEN CROQUET GARDEN SET,General,General,99,306,4098.51,1850331.7500000002,49.657334577531984,0.10999167167690906,A
23243,SET OF TEA COFFEE SUGAR TINS PANTRY,General,General,143,888,4098.0,1854429.7500000002,49.76731256234401,0.10997798481203493,A
22507,MEMO BOARD RETROSPOT  DESIGN,General,General,143,939,4093.81,1858523.5600000003,49.877178100168166,0.10986553782414757,A
22158,,General,General,117,1464,4065.64,1862589.2000000002,49.98628763998544,0.10910953981727713,A
23535,WALL ART BICYCLE SAFETY,General,General,91,796,4062.28,1866651.4800000002,50.09530700751649,0.10901936753104766,A
22619,SET OF 6 SOLDIER SKITTLES,General,General,144,1096,4016.69,1870668.1700000002,50.20310287667574,0.10779586915926126,A
22900,SET 2 TEA TOWELS I LOVE LONDON ,General,General,158,1340,4014.6,1874682.7700000003,50.31084265652601,0.10773977985026732,A
23534,WALL ART STOP FOR TEA ,General,General,96,776,3970.82,1878653.5900000003,50.4174075129563,0.10656485643028907,A
22838,,General,General,64,292,3970.38,1882623.9700000002,50.52396056111101,0.1065530481547114,A
20972,PINK CREAM FELT CRAFT TRINKET BOX ,General,General,238,3294,3967.86,1886591.8300000003,50.63044598005105,0.10648541894003928,A
22171,,General,General,129,502,3967.84,1890559.6700000004,50.73693086225129,0.1064848822002403,A
22791,,General,General,122,3496,3946.76,1894506.4300000004,50.84285002070341,0.10591915845211007,A
22759,found,General,General,133,2550,3944.34,1898450.7700000005,50.948704233639845,0.10585421293643286,A
82600,check,General,General,169,1960,3933.6,1902384.3700000006,51.05427021730422,0.1055659836643779,A
22729,,General,General,162,1076,3894.71,1906279.0800000005,51.15879251042947,0.10452229312525149,A
21955,DOORMAT UNION JACK GUNS AND ROSES,General,General,76,713,3886.15,1910165.2300000004,51.26308507892075,0.10429256849128589,A
21914,BLUE HARMONICA IN BOX ,General,General,217,3171,3862.04,1914027.2700000005,51.366730607584365,0.10364552866360942,A
22621,TRADITIONAL KNITTING NANCY,General,General,204,2445,3828.13,1917855.4000000004,51.46946609391879,0.10273548633443028,A
21080,SET/20 RED RETROSPOT PAPER NAPKINS ,General,General,308,4797,3761.31,1921616.7100000004,51.57040833258482,0.10094223866602126,A
23080,RED METAL BOX TOP SECRET,General,General,95,473,3740.77,1925357.4800000004,51.67079933947728,0.10039100689246362,A
22087,Amazon,General,General,96,1361,3706.95,1929064.4300000004,51.77028271936967,0.09948337989237992,A
21481,FAWN BLUE HOT WATER BOTTLE,General,General,169,1204,3697.64,1932762.0700000003,51.86951624688562,0.09923352751595238,A
84375,SET OF 20 KIDS COOKIE CUTTERS,General,General,182,1760,3681.59,1936443.6600000004,51.968319040712885,0.09880279382726688,A
22556,PLASTERS IN TIN CIRCUS PARADE ,General,General,220,2259,3674.67,1940118.3300000003,52.06693612256969,0.09861708185681807,A
48116,,General,General,60,623,3665.89,1943784.2200000002,52.165317575654754,0.09838145308506362,A
DOT,,General,General,6,6,3662.3,1947446.5200000003,52.26360268394591,0.09828510829114581,A
21218,RED SPOTTY BISCUIT TIN,General,General,95,1070,3658.58,1951105.1000000003,52.361787958634444,0.0981852746885346,A
21889,WOODEN BOX OF DOMINOES,General,General,182,2958,3643.76,1954748.8600000003,52.45957550913193,0.09778755049748668,A
