customer_id,customer_name,state,age_group,loyalty_tier,customer_segment,cluster_id,cluster_label,recency_days,frequency,monetary_total,avg_order_value,product_variety,purchase_span,avg_monthly_spend,pca_x,pca_y
16684,Unknown,United Kingdom,,,,0,Elite Buyers,43,29,51280.57,1768.2955172413792,470,1722,899.6591228070175,-2.994708000743767,1.921653548021802
12921,Unknown,United Kingdom,,,,0,Elite Buyers,6,74,50875.91,687.5122972972973,1044,2173,706.6098611111111,-3.2526262446604775,0.7538529321106815
12757,Unknown,Portugal,,,,0,Elite Buyers,7,61,50775.29,832.3818032786885,1065,1658,923.1870909090909,-2.864002262039767,1.4321227508810626
12433,Unknown,Norway,,,,0,Elite Buyers,15,70,50666.85,723.8121428571428,1047,2164,703.70625,-3.251458891892205,0.8061793279723057
17920,Unknown,United Kingdom,,,,0,Elite Buyers,17,67,50460.59,753.1431343283582,1122,2162,700.8415277777777,-3.27616769191176,0.8399862926500639
13975,Unknown,United Kingdom,,,,0,Elite Buyers,70,71,49538.23,697.7215492957746,1032,1689,884.61125,-2.7243789423820286,1.3206194530918094
16764,Unknown,United Kingdom,,,,0,Elite Buyers,10,72,48918.94,679.4297222222223,1069,1807,815.3156666666666,-2.894138180213871,1.103526725115576
12682,Unknown,France,,,,0,Elite Buyers,12,71,48717.93,686.1680281690141,997,2108,695.9704285714286,-3.15009490213113,0.7941958558344702
13694,Unknown,United Kingdom,,,,0,Elite Buyers,23,53,48225.3,909.9113207547169,870,2156,679.2295774647887,-3.2556322010378977,0.9543921584031534
14367,Unknown,United Kingdom,,,,0,Elite Buyers,17,63,48163.68,764.5028571428571,1019,1797,802.728,-2.9025841314425853,1.1933967124396085
16729,Unknown,United Kingdom,,,,0,Elite Buyers,0,63,47774.57,758.3265079365079,837,1817,796.2428333333334,-2.890104295748363,1.1375966024985702
16923,Unknown,United Kingdom,,,,0,Elite Buyers,3,69,47762.21,692.2059420289855,1114,1842,782.9870491803279,-2.937821589477669,1.0606494253005458
17238,Unknown,United Kingdom,,,,0,Elite Buyers,34,67,47370.28,707.0191044776119,951,2086,686.5257971014493,-3.088834264990388,0.8439158886059985
14159,Unknown,United Kingdom,,,,0,Elite Buyers,10,69,47241.5,684.6594202898551,1143,1835,774.4508196721312,-2.9178722468504255,1.0602118277054349
17675,Unknown,United Kingdom,,,,0,Elite Buyers,19,62,46928.68,756.9141935483871,957,1979,711.040606060606,-3.031947451492855,0.9785787158436423
17757,Unknown,United Kingdom,,,,0,Elite Buyers,2,82,46572.99,567.9632926829269,1040,2146,655.9576056338028,-3.107445815265005,0.581032468670461
17811,Unknown,United Kingdom,,,,0,Elite Buyers,6,81,46431.15,573.2240740740741,1096,1817,773.8525,-2.8182758701319663,0.9344140305532354
15547,Unknown,United Kingdom,,,,0,Elite Buyers,1,59,45709.48,774.7369491525424,1135,1844,749.3357377049181,-2.9660260095958044,1.1123256279388447
13319,Unknown,United Kingdom,,,,0,Elite Buyers,7,75,45652.83,608.7044,988,1929,713.32546875,-2.9080609273779356,0.8440247422778697
16241,Unknown,United Kingdom,,,,0,Elite Buyers,12,85,44873.36,527.9218823529412,1080,2047,659.9023529411764,-2.963598372545683,0.6160171859030653
15358,Unknown,United Kingdom,,,,0,Elite Buyers,8,77,43721.27,567.8087012987013,974,1928,683.14484375,-2.8509700736428187,0.7666435957336333
16791,Unknown,United Kingdom,,,,0,Elite Buyers,19,73,43719.87,598.9023287671233,1042,1556,840.7667307692308,-2.5387904683376386,1.214810830072598
14849,Unknown,United Kingdom,,,,0,Elite Buyers,33,52,42915.05,825.2894230769231,933,2146,604.437323943662,-3.145636241860283,0.8308792081554881
13798,Unknown,United Kingdom,,,,0,Elite Buyers,34,60,42856.29,714.2715,568,2114,612.2327142857143,-2.94438302343469,0.7323723713898508
13969,Unknown,United Kingdom,,,,0,Elite Buyers,51,54,42021.74,778.1803703703704,877,1885,677.77,-2.838261023722886,1.062600777568458
15023,Unknown,United Kingdom,,,,0,Elite Buyers,28,72,41922.01,582.2501388888888,1041,2031,625.7016417910447,-2.9220381507453284,0.6793325170361592
16549,Unknown,United Kingdom,,,,0,Elite Buyers,37,71,41555.7,585.2915492957746,1003,1600,784.0698113207548,-2.5107553961699978,1.138972918257163
12428,Unknown,Finland,,,,0,Elite Buyers,7,53,40926.08,772.1901886792452,995,1816,682.1013333333333,-2.8401099958526443,1.069258575075108
17450,Unknown,United Kingdom,,,,0,Elite Buyers,8,32,40920.98,1278.780625,393,1990,620.0148484848485,-2.98351358285769,1.210290648305913
12931,Unknown,United Kingdom,,,,0,Elite Buyers,51,20,40869.45,2043.4725,279,1706,717.0078947368421,-2.782092167509183,1.8790415078494058
14415,Unknown,United Kingdom,,,,0,Elite Buyers,5,67,40426.96,603.3874626865671,1017,1814,673.7826666666666,-2.741667305284642,0.8811515599111432
12637,Unknown,France,,,,0,Elite Buyers,1,55,40218.17,731.2394545454546,948,1756,693.416724137931,-2.7511549745284953,1.0729038276549971
15555,Unknown,United Kingdom,,,,0,Elite Buyers,5,72,40193.65,558.2451388888888,987,2054,591.0830882352941,-2.9182497701925647,0.5687615481944728
17231,Unknown,United Kingdom,,,,0,Elite Buyers,13,57,39857.58,699.2557894736842,978,1776,675.5522033898305,-2.7382185473915945,1.0251943994659594
17059,Unknown,United Kingdom,,,,0,Elite Buyers,41,55,39810.75,723.8318181818182,896,2018,594.1902985074627,-2.9158592491311532,0.823021745352601
14730,Unknown,United Kingdom,,,,0,Elite Buyers,9,61,39630.16,649.6747540983606,981,1687,707.6814285714286,-2.6318016426707,1.0587445273407392
17340,Unknown,United Kingdom,,,,0,Elite Buyers,0,58,39562.56,682.1131034482759,899,1967,608.6547692307693,-2.8941506984397436,0.7859820932044819
15005,Unknown,United Kingdom,,,,0,Elite Buyers,0,80,38878.02,485.97525,929,1967,598.1233846153846,-2.7586527654263997,0.5280691490216886
12517,Unknown,Germany,,,,0,Elite Buyers,96,50,38543.77,770.8754,944,1693,688.2816071428572,-2.5741993919812924,1.2539766108229664
13521,Unknown,United Kingdom,,,,0,Elite Buyers,73,63,38463.02,610.524126984127,1071,1651,699.3276363636363,-2.4996464847625406,1.1051633541535808
14535,Unknown,United Kingdom,,,,0,Elite Buyers,5,63,38192.41,606.2287301587302,1030,1723,670.0422807017544,-2.6325093986214214,0.9454820197464429
13458,Unknown,United Kingdom,,,,0,Elite Buyers,14,54,37904.61,701.9372222222222,912,1803,631.7435,-2.7184328477216018,0.9641610943473373
12536,Unknown,France,,,,0,Elite Buyers,7,52,37872.19,728.3113461538461,956,1505,757.4438,-2.4853159128396536,1.3078642807444836
16873,Unknown,United Kingdom,,,,0,Elite Buyers,56,60,37863.8,631.0633333333334,815,1850,620.7180327868853,-2.642450693236998,0.8798059368671614
12681,Unknown,France,,,,0,Elite Buyers,56,49,37386.21,762.9838775510204,911,1942,584.15953125,-2.8187097153816563,0.9205985063625226
12451,Unknown,Switzerland,,,,0,Elite Buyers,1,45,37347.83,829.9517777777778,889,1700,666.9255357142857,-2.694853563126313,1.1762503357529956
15640,Unknown,United Kingdom,,,,0,Elite Buyers,55,38,37191.82,978.7321052631579,711,2093,539.011884057971,-2.9959501195360123,0.930544960563723
16745,Unknown,United Kingdom,,,,0,Elite Buyers,2,52,36805.82,707.8042307692308,860,1822,613.4303333333334,-2.7248467400943697,0.9200276447345719
16422,Unknown,United Kingdom,,,,0,Elite Buyers,13,51,36751.76,720.6227450980392,662,2046,540.4670588235294,-2.8597259025766872,0.6938268376342048
15078,Unknown,United Kingdom,,,,0,Elite Buyers,42,43,36692.37,853.3109302325581,832,1986,555.945,-2.8876661300482995,0.9216936968943787
13451,Unknown,United Kingdom,,,,0,Elite Buyers,2,57,36496.69,640.2928070175439,971,1696,651.7266071428571,-2.5946761374588276,0.9800619150132943
14688,Unknown,United Kingdom,,,,0,Elite Buyers,5,56,36470.97,651.2673214285714,880,2174,506.54125,-3.007223856137213,0.491165500694681
18109,Unknown,United Kingdom,,,,0,Elite Buyers,13,62,36423.19,587.4708064516129,876,2046,535.6351470588236,-2.8381227773364923,0.5524590560575392
14505,Unknown,United Kingdom,,,,0,Elite Buyers,7,70,36397.7,519.9671428571429,1005,1838,596.6836065573771,-2.640212563886328,0.679905380970154
13069,Unknown,United Kingdom,,,,0,Elite Buyers,1,64,36345.63,567.90046875,825,2058,534.4945588235294,-2.836214492451175,0.5004439491448005
12471,Unknown,Germany,,,,0,Elite Buyers,26,51,36005.2,705.9843137254902,754,1880,580.7290322580645,-2.7043340338740514,0.861931689906509
17581,Unknown,United Kingdom,,,,0,Elite Buyers,45,52,35877.03,689.9428846153846,833,2103,512.529,-2.8939757283650325,0.6337633664006551
17813,Unknown,United Kingdom,,,,0,Elite Buyers,1,52,35646.97,685.5186538461538,922,1814,594.1161666666667,-2.7036179105258595,0.8851057113145369
17139,Unknown,United Kingdom,,,,0,Elite Buyers,34,49,35555.02,725.6126530612245,907,1781,602.6274576271186,-2.6505696576790783,0.9943401674279593
17191,Unknown,United Kingdom,,,,0,Elite Buyers,0,56,35436.57,632.7958928571428,957,2028,528.9040298507463,-2.8723247584693414,0.6009052930192575
12700,Unknown,France,,,,0,Elite Buyers,30,51,35057.53,687.4025490196078,856,1753,604.4401724137931,-2.5879867916967,0.9686936926739078
17827,Unknown,United Kingdom,,,,0,Elite Buyers,41,52,35004.79,673.1690384615384,943,1865,564.5933870967742,-2.6878880068239623,0.8488376254578185
14286,Unknown,United Kingdom,,,,0,Elite Buyers,26,39,34672.73,889.0443589743589,912,1492,693.4546,-2.467940527303266,1.4267025815738597
15249,Unknown,United Kingdom,,,,0,Elite Buyers,13,53,34384.12,648.7569811320755,751,1715,603.2301754385965,-2.5105642224698683,0.9274032355576189
14800,Unknown,United Kingdom,,,,0,Elite Buyers,51,62,34348.95,554.0153225806451,865,2008,520.4386363636364,-2.6995611236575443,0.5566438895979167
15838,Unknown,United Kingdom,,,,0,Elite Buyers,42,32,34337.82,1073.056875,407,1956,528.2741538461538,-2.751124933958605,1.042706042454785
13668,Unknown,United Kingdom,,,,0,Elite Buyers,19,47,34006.83,723.5495744680851,748,1826,557.4890163934426,-2.6383867751625947,0.8866418326339873
14456,Unknown,United Kingdom,,,,0,Elite Buyers,0,74,33982.43,459.222027027027,984,1724,596.1829824561404,-2.454373391245616,0.6589149262797569
16007,Unknown,United Kingdom,,,,0,Elite Buyers,31,55,33499.81,609.0874545454545,902,1754,577.5829310344827,-2.5264867222669136,0.853918960467819
15502,Unknown,United Kingdom,,,,0,Elite Buyers,8,42,33449.74,796.422380952381,692,2051,491.9079411764706,-2.867386080878927,0.699897253463123
16938,Unknown,United Kingdom,,,,0,Elite Buyers,80,49,33230.86,678.1808163265306,877,1734,572.9458620689655,-2.4786167905183016,0.9956009897550588
13709,Unknown,United Kingdom,,,,0,Elite Buyers,100,31,33118.42,1068.336129032258,894,1656,602.1530909090909,-2.567308498518672,1.4364045098563492
16904,Unknown,United Kingdom,,,,0,Elite Buyers,2,63,33025.4,524.2126984126984,901,1996,500.3848484848485,-2.7133122172801563,0.4497381786105993
13767,Unknown,United Kingdom,,,,0,Elite Buyers,73,55,33014.78,600.2687272727272,750,2106,471.63971428571426,-2.737168898563109,0.5012770938636749
12753,Unknown,Japan,,,,0,Elite Buyers,24,32,32680.74,1021.273125,590,1821,544.679,-2.6893867308701687,1.1189928850915307
15752,Unknown,United Kingdom,,,,0,Elite Buyers,35,44,32516.13,739.0029545454546,787,2113,464.5161428571429,-2.874781299066325,0.5995561810379395
12540,Unknown,Spain,,,,0,Elite Buyers,76,60,32117.07,535.2845,723,1748,553.7425862068966,-2.3407312238800633,0.7748960397212641
13373,Unknown,United Kingdom,,,,0,Elite Buyers,0,48,32052.68,667.7641666666667,841,1729,562.3277192982456,-2.537734010302568,0.8839841311677592
17389,Unknown,United Kingdom,,,,0,Elite Buyers,1,41,31992.88,780.3141463414635,393,1814,533.2146666666666,-2.499703481798705,0.8681291251229384
12378,Unknown,Switzerland,,,,0,Elite Buyers,19,46,31817.92,691.6939130434782,875,1768,539.2867796610169,-2.5668990783612973,0.8809064319605104
14449,Unknown,United Kingdom,,,,0,Elite Buyers,27,46,31580.03,686.5223913043478,888,2121,451.1432857142857,-2.874363423096227,0.5177895093789278
15769,Unknown,United Kingdom,,,,0,Elite Buyers,0,29,31326.92,1080.2386206896551,396,2120,447.5274285714286,-2.897386988841428,0.7762432587435308
16746,Unknown,United Kingdom,,,,0,Elite Buyers,12,52,31318.84,602.2853846153846,774,1807,521.9806666666667,-2.519781413330927,0.716423020349144
14178,Unknown,United Kingdom,,,,0,Elite Buyers,0,51,31300.91,613.7433333333333,772,1814,521.6818333333333,-2.547735517326248,0.7110209291995052
16942,Unknown,United Kingdom,,,,0,Elite Buyers,2,39,31267.54,801.7317948717948,821,1759,539.0955172413793,-2.6150242120115887,0.9712319651316774
17954,Unknown,United Kingdom,,,,0,Elite Buyers,84,52,31266.12,601.2715384615385,884,2036,466.65850746268654,-2.66878639634423,0.564164707993745
13408,Unknown,United Kingdom,,,,0,Elite Buyers,22,62,31220.7,503.55967741935484,627,2157,439.72816901408453,-2.7058342253301437,0.22477513921201667
12567,Unknown,France,,,,0,Elite Buyers,7,41,30872.29,752.9826829268293,749,2052,454.00426470588235,-2.8204853097929727,0.6097200216271133
13102,Unknown,United Kingdom,,,,0,Elite Buyers,91,44,30861.69,701.4020454545455,680,1845,505.9293442622951,-2.4802833988188553,0.8597570979748661
17686,Unknown,United Kingdom,,,,0,Elite Buyers,1,47,30728.29,653.7934042553192,802,1782,520.8184745762712,-2.5408003595015214,0.7820183371566249
14546,Unknown,United Kingdom,,,,0,Elite Buyers,29,31,30708.24,990.5883870967742,855,1695,548.3614285714285,-2.607264260884902,1.2138480748020049
13418,Unknown,United Kingdom,,,,0,Elite Buyers,8,48,30498.77,635.3910416666666,763,2140,429.5601408450704,-2.8296074083583984,0.3888772717252369
13334,Unknown,United Kingdom,,,,0,Elite Buyers,36,47,30276.14,644.1731914893617,856,1753,522.0024137931034,-2.472687899990012,0.8340379955707906
13468,Unknown,United Kingdom,,,,0,Elite Buyers,29,51,30187.78,591.9172549019607,746,2150,425.18,-2.7747898989823985,0.3438664966077033
13488,Unknown,United Kingdom,,,,0,Elite Buyers,10,49,29927.6,610.7673469387755,762,1988,453.44848484848484,-2.6623502429593353,0.5056617019394608
17348,Unknown,United Kingdom,,,,0,Elite Buyers,41,32,29715.1,928.596875,629,1684,530.6267857142857,-2.467946237519888,1.1519309774045645
14713,Unknown,United Kingdom,,,,0,Elite Buyers,58,45,29708.33,660.1851111111112,707,1878,479.1666129032258,-2.51420609700289,0.7232293868752641
13137,Unknown,United Kingdom,,,,0,Elite Buyers,17,53,29503.32,556.6664150943396,866,1805,491.722,-2.4727656823272675,0.6333114589536871
15159,Unknown,United Kingdom,,,,0,Elite Buyers,77,48,29380.77,612.099375,723,1680,524.6566071428572,-2.280654078643974,0.8881937216587996
16839,Unknown,United Kingdom,,,,0,Elite Buyers,169,49,29259.09,597.1242857142857,654,1890,464.43,-2.32229745771951,0.7396122808997774
16558,Unknown,United Kingdom,,,,0,Elite Buyers,3,48,29140.44,607.0925,789,1964,448.31446153846156,-2.6401059248795296,0.5046196084719787
12971,Unknown,United Kingdom,,,,0,Elite Buyers,28,58,29075.31,501.2984482758621,715,2120,415.36157142857144,-2.6525190438072657,0.22553876211065696
14670,Unknown,United Kingdom,,,,0,Elite Buyers,33,36,28936.65,803.7958333333333,636,1700,516.7258928571429,-2.4236623204526295,1.0078753024819942
14088,Unknown,United Kingdom,,,,0,Elite Buyers,16,33,28492.69,863.4148484848484,633,1773,482.92694915254236,-2.527441255998551,0.949628935032439
16013,Unknown,United Kingdom,,,,0,Elite Buyers,96,34,28250.08,830.8847058823529,366,2024,421.6429850746269,-2.512469301235869,0.7151359940699029
17107,Unknown,United Kingdom,,,,0,Elite Buyers,17,43,28143.89,654.5090697674418,685,1655,511.70709090909094,-2.3219552573789652,0.8703204316412871
12583,Unknown,France,,,,0,Elite Buyers,36,48,27989.36,583.1116666666667,636,2143,394.216338028169,-2.6747270543318873,0.2899177904004978
13777,Unknown,United Kingdom,,,,0,Elite Buyers,26,26,27952.83,1075.1088461538461,426,2153,393.7018309859155,-2.8469615530837937,0.6990200191038919
17381,Unknown,United Kingdom,,,,0,Elite Buyers,75,32,27891.45,871.6078125,360,2073,404.22391304347826,-2.5900932559762424,0.6657673764001824
16713,Unknown,United Kingdom,,,,0,Elite Buyers,20,37,27816.46,751.7962162162162,755,1947,434.6321875,-2.653040768541655,0.6686474362403225
16931,Unknown,United Kingdom,,,,0,Elite Buyers,16,53,27559.65,519.9933962264151,857,2043,405.2889705882353,-2.6217621990612012,0.28974463791642047
14592,Unknown,United Kingdom,,,,0,Elite Buyers,84,30,27518.79,917.293,812,1641,509.6072222222222,-2.38854558149848,1.204457187395386
15453,Unknown,United Kingdom,,,,0,Elite Buyers,9,43,27315.98,635.2553488372093,771,1716,479.22771929824563,-2.3848932865646724,0.7613813614784863
15834,Unknown,United Kingdom,,,,0,Elite Buyers,31,36,27237.14,756.5872222222222,797,1611,513.9083018867924,-2.3401642042558786,1.0306332052577605
18041,Unknown,United Kingdom,,,,0,Elite Buyers,106,57,27234.81,477.80368421052634,713,2042,400.51191176470587,-2.4288847395101048,0.30933904239575594
16210,Unknown,United Kingdom,,,,0,Elite Buyers,126,22,27220.53,1237.2968181818183,368,2053,400.3019117647059,-2.641116294519984,0.9868847610230773
13571,Unknown,United Kingdom,,,,0,Elite Buyers,2,37,27156.75,733.9662162162163,626,1813,452.6125,-2.4874808102549952,0.7441067245426743
12484,Unknown,Spain,,,,0,Elite Buyers,17,44,27121.22,616.3913636363636,800,1708,475.81087719298245,-2.359876918616923,0.7517715277817
14680,Unknown,United Kingdom,,,,0,Elite Buyers,58,30,27054.57,901.819,479,2062,397.8613235294118,-2.663509107671515,0.6826789611439319
16242,Unknown,United Kingdom,,,,0,Elite Buyers,48,45,27030.42,600.676,667,1766,458.1427118644068,-2.320449371645843,0.6928402616305458
18283,Unknown,United Kingdom,,,,0,Elite Buyers,76,45,27001.1,600.0244444444445,711,1621,500.02037037037036,-2.170059173923186,0.8817345325544874
13174,Unknown,United Kingdom,,,,0,Elite Buyers,9,27,26967.48,998.7955555555556,763,2050,396.5805882352941,-2.8567029549201046,0.7357857235410229
16722,Unknown,United Kingdom,,,,0,Elite Buyers,12,40,26858.93,671.47325,735,2016,400.87955223880596,-2.6536599367407394,0.47717501796313666
13599,Unknown,United Kingdom,,,,0,Elite Buyers,35,38,26660.4,701.5894736842105,628,1932,416.56875,-2.5270869664809448,0.6100811597310528
14121,Unknown,United Kingdom,,,,0,Elite Buyers,0,30,26591.73,886.391,651,1663,483.486,-2.42719074843992,1.029258719320752
13224,Unknown,United Kingdom,,,,0,Elite Buyers,13,21,26580.14,1265.7209523809524,402,1530,521.1792156862745,-2.3236799295849115,1.4220062436412075
17243,Unknown,United Kingdom,,,,0,Elite Buyers,48,50,26429.57,528.5914,712,2011,394.4711940298507,-2.494134555588669,0.3329648451977927
15531,Unknown,United Kingdom,,,,0,Elite Buyers,50,42,26284.25,625.8154761904761,767,1764,453.17672413793105,-2.350433449098028,0.7233629428171987
15676,Unknown,United Kingdom,,,,0,Elite Buyers,1,52,26263.12,505.06,769,1822,437.71866666666665,-2.3780223811197887,0.4505950821759307
15615,Unknown,United Kingdom,,,,0,Elite Buyers,136,38,26250.85,690.8118421052632,648,1499,525.017,-2.006593165815903,1.1605257722091171
16161,Unknown,United Kingdom,,,,0,Elite Buyers,40,34,26229.48,771.4552941176471,725,1988,397.41636363636366,-2.6326626515988947,0.6229975250547223
15498,Unknown,United Kingdom,,,,0,Elite Buyers,7,42,26070.42,620.7242857142858,756,1960,401.0833846153846,-2.5678897921015498,0.45538083974449106
15356,Unknown,United Kingdom,,,,0,Elite Buyers,3,49,25974.64,530.094693877551,757,2025,387.68119402985076,-2.5680298674964392,0.2668429565452648
13437,Unknown,United Kingdom,,,,0,Elite Buyers,26,26,25890.31,995.7811538461539,748,1791,438.81881355932205,-2.5738657477993936,0.9980341536229409
15427,Unknown,United Kingdom,,,,0,Elite Buyers,27,38,25871.24,680.8221052631579,745,1637,479.097037037037,-2.2820152346871314,0.8833200806405528
15048,Unknown,United Kingdom,,,,0,Elite Buyers,51,23,25829.35,1123.0152173913043,725,1977,397.37461538461537,-2.7512081419469645,0.9166818714317517
14502,Unknown,United Kingdom,,,,0,Elite Buyers,153,60,25819.57,430.32616666666667,819,1632,478.1401851851852,-1.9628071113302954,0.6912575846126184
17576,Unknown,United Kingdom,,,,0,Elite Buyers,36,43,25762.63,599.1309302325582,742,1900,408.93063492063493,-2.4532274776645595,0.5148792566134786
17164,Unknown,United Kingdom,,,,0,Elite Buyers,393,22,25605.99,1163.9086363636363,717,1241,624.5363414634146,-1.6831563405537413,2.108670519835188
14189,Unknown,United Kingdom,,,,0,Elite Buyers,65,29,25605.62,882.9524137931035,659,1963,393.93261538461536,-2.5981025618108986,0.7561437412502856
13013,Unknown,United Kingdom,,,,0,Elite Buyers,14,44,25486.13,579.2302272727272,695,2106,364.08757142857144,-2.63251887547055,0.24225151719882734
14702,Unknown,United Kingdom,,,,0,Elite Buyers,37,47,25212.15,536.4287234042553,722,1899,400.1928571428571,-2.3890869617088972,0.4205712109750285
17611,Unknown,United Kingdom,,,,0,Elite Buyers,57,45,25207.27,560.1615555555555,703,1726,442.23280701754385,-2.2201228775412467,0.6571602641862789
17965,Unknown,United Kingdom,,,,0,Elite Buyers,6,52,25099.05,482.6740384615385,800,2053,369.10367647058825,-2.546112221710722,0.15306122735935226
13004,Unknown,United Kingdom,,,,0,Elite Buyers,19,36,24989.94,694.165,707,1713,438.42,-2.335181176587464,0.7786486147799059
15513,Unknown,United Kingdom,,,,0,Elite Buyers,23,34,24879.93,731.7626470588235,588,2156,350.42154929577464,-2.7090257407417995,0.3528245123893816
