customer_key,customer_id,customer_name,rank,product_key,product_id,product_name,rec_score
8,17809,Unknown,6,267,20726,LUNCH BAG WOODLAND,159.1144
8,17809,Unknown,7,266,22382,LUNCH BAG SPACEBOY DESIGN ,158.6146
8,17809,Unknown,8,70,21212,PACK OF 72 RETROSPOT CAKE CASES,157.7336
8,17809,Unknown,9,28,22727,ALARM CLOCK BAKELIKE RED ,157.6914
8,17809,Unknown,10,268,22384,LUNCH BAG PINK POLKADOT,157.2561
9,15311,Unknown,1,5348,23583,LUNCH BAG PAISLEY PARK  ,1648.4818
9,15311,Unknown,2,314,22488,NATURAL SLATE RECTANGLE CHALKBOARD,1603.8712
9,15311,Unknown,3,3349,22980,PANTRY SCRUBBING BRUSH,1586.4409
9,15311,Unknown,4,4077,21974,None,1528.5658
9,15311,Unknown,5,4741,23353,6 GIFT TAGS VINTAGE CHRISTMAS ,1514.0391
9,15311,Unknown,6,45,22492,MINI PAINT SET VINTAGE ,1503.0601
9,15311,Unknown,7,183,21980,PACK OF 12 RED RETROSPOT TISSUES ,1498.2404
9,15311,Unknown,8,499,22295,HEART FILIGREE DOVE LARGE,1493.5928
9,15311,Unknown,9,3631,23154,SET OF 4 JAM JAR MAGNETS,1480.3484
9,15311,Unknown,10,1502,21623,VINTAGE UNION JACK MEMOBOARD,1480.0552
10,14527,Unknown,1,70,21212,PACK OF 72 RETROSPOT CAKE CASES,1153.2462
10,14527,Unknown,2,36,22629,SPACEBOY LUNCH BOX ,1140.0553
10,14527,Unknown,3,3372,22633,None,1030.0684
10,14527,Unknown,4,186,22553,PLASTERS IN TIN SKULLS,1023.4772
10,14527,Unknown,5,758,48184,DOORMAT ENGLISH ROSE ,1002.6387
10,14527,Unknown,6,105,15056N,EDWARDIAN PARASOL NATURAL,984.1964
10,14527,Unknown,7,4474,23198,PANTRY MAGNETIC  SHOPPING LIST,982.2711
10,14527,Unknown,8,246,22413,METAL SIGN TAKE IT OR LEAVE IT ,970.5829
10,14527,Unknown,9,416,22616,PACK OF 12 LONDON TISSUES ,964.0225
10,14527,Unknown,10,697,22561,WOODEN SCHOOL COLOURING SET,961.7689
11,16098,Unknown,1,141,85099B,JUMBO BAG RED RETROSPOT,174.8385
11,16098,Unknown,2,4777,23203,JUMBO BAG VINTAGE DOILY ,171.7522
11,16098,Unknown,3,3720,22720,None,169.7209
11,16098,Unknown,4,3393,22383,LUNCH BAG SUKI DESIGN ,168.8434
11,16098,Unknown,5,4064,23298,"BUNTING , SPOTTY ",168.343
11,16098,Unknown,6,4778,23209,LUNCH BAG VINTAGE DOILY ,167.8684
11,16098,Unknown,7,79,22961,JAM MAKING SET PRINTED,167.7204
11,16098,Unknown,8,296,20727,LUNCH BAG  BLACK SKULL.,167.3632
11,16098,Unknown,9,267,20726,LUNCH BAG WOODLAND,166.9263
11,16098,Unknown,10,266,22382,LUNCH BAG SPACEBOY DESIGN ,166.8073
12,18074,Unknown,1,3499,22423,damages,75.4313
12,18074,Unknown,2,1656,47566,PARTY BUNTING,73.3474
12,18074,Unknown,3,141,85099B,JUMBO BAG RED RETROSPOT,72.9713
12,18074,Unknown,4,3098,20725,LUNCH BAG RED SPOTTY,72.5145
12,18074,Unknown,5,4777,23203,JUMBO BAG VINTAGE DOILY ,71.5974
12,18074,Unknown,6,3720,22720,None,70.4743
12,18074,Unknown,7,4064,23298,"BUNTING , SPOTTY ",70.2131
12,18074,Unknown,8,266,22382,LUNCH BAG SPACEBOY DESIGN ,69.8163
12,18074,Unknown,9,4778,23209,LUNCH BAG VINTAGE DOILY ,69.8062
12,18074,Unknown,10,296,20727,LUNCH BAG  BLACK SKULL.,69.7725
13,17420,Unknown,1,3499,22423,damages,11.6075
13,17420,Unknown,2,5749,85123A,CREAM HANGING HEART T-LIGHT HOLDER,11.5943
13,17420,Unknown,3,141,85099B,JUMBO BAG RED RETROSPOT,11.2489
13,17420,Unknown,4,3098,20725,LUNCH BAG RED SPOTTY,11.2422
13,17420,Unknown,5,1656,47566,PARTY BUNTING,11.2393
13,17420,Unknown,6,4777,23203,JUMBO BAG VINTAGE DOILY ,11.0752
13,17420,Unknown,7,4169,84879,damaged,10.9692
13,17420,Unknown,8,3393,22383,LUNCH BAG SUKI DESIGN ,10.9638
13,17420,Unknown,9,3720,22720,None,10.8948
13,17420,Unknown,10,4778,23209,LUNCH BAG VINTAGE DOILY ,10.7489
14,16029,Unknown,1,3393,22383,LUNCH BAG SUKI DESIGN ,429.1021
14,16029,Unknown,2,4064,23298,"BUNTING , SPOTTY ",425.2782
14,16029,Unknown,3,70,21212,PACK OF 72 RETROSPOT CAKE CASES,419.9389
14,16029,Unknown,4,3666,22469,None,418.5992
14,16029,Unknown,5,268,22384,LUNCH BAG PINK POLKADOT,417.7646
14,16029,Unknown,6,22,22960,JAM MAKING SET WITH JARS,407.0614
14,16029,Unknown,7,2450,22138,BAKING SET 9 PIECE RETROSPOT ,404.9409
14,16029,Unknown,8,4996,23084,website fixed,403.9185
14,16029,Unknown,9,221,22111,SCOTTIE DOG HOT WATER BOTTLE,403.473
14,16029,Unknown,10,991,20724,RED RETROSPOT CHARLOTTE BAG,401.6701
15,16250,Unknown,1,141,85099B,JUMBO BAG RED RETROSPOT,90.1251
15,16250,Unknown,2,1656,47566,PARTY BUNTING,90.0275
15,16250,Unknown,3,3098,20725,LUNCH BAG RED SPOTTY,89.2045
15,16250,Unknown,4,4169,84879,damaged,87.9933
15,16250,Unknown,5,4777,23203,JUMBO BAG VINTAGE DOILY ,87.811
15,16250,Unknown,6,3720,22720,None,87.087
15,16250,Unknown,7,3393,22383,LUNCH BAG SUKI DESIGN ,86.7885
15,16250,Unknown,8,4382,22197,POPCORN HOLDER,86.6135
15,16250,Unknown,9,4778,23209,LUNCH BAG VINTAGE DOILY ,86.2754
15,16250,Unknown,10,4064,23298,"BUNTING , SPOTTY ",86.1782
17,17511,Unknown,1,4338,23321,SMALL WHITE HEART OF WICKER,1325.8097
17,17511,Unknown,2,293,84992,72 SWEETHEART FAIRY CAKE CASES,1285.045
17,17511,Unknown,3,160,22193,RED DINER WALL CLOCK,1265.7607
17,17511,Unknown,4,71,21975,PACK OF 60 DINOSAUR CAKE CASES,1252.0815
17,17511,Unknown,5,4830,23439,HAND WARMER RED LOVE HEART,1208.9928
17,17511,Unknown,6,3865,23205,CHARLOTTE BAG ALPHABET  DESIGN,1208.556
17,17511,Unknown,7,1365,22507,MEMO BOARD RETROSPOT  DESIGN,1200.9689
17,17511,Unknown,8,1340,21877,HOME SWEET HOME MUG,1179.9858
17,17511,Unknown,9,697,22561,WOODEN SCHOOL COLOURING SET,1177.7227
17,17511,Unknown,10,378,22141,CHRISTMAS CRAFT TREE TOP ANGEL,1167.9016
19,13705,Unknown,1,5749,85123A,CREAM HANGING HEART T-LIGHT HOLDER,61.0059
19,13705,Unknown,2,1656,47566,PARTY BUNTING,59.7437
19,13705,Unknown,3,141,85099B,JUMBO BAG RED RETROSPOT,59.5031
19,13705,Unknown,4,3098,20725,LUNCH BAG RED SPOTTY,58.9998
19,13705,Unknown,5,4777,23203,JUMBO BAG VINTAGE DOILY ,58.5524
19,13705,Unknown,6,3052,POST,None,57.6942
19,13705,Unknown,7,4778,23209,LUNCH BAG VINTAGE DOILY ,57.1896
19,13705,Unknown,8,4382,22197,POPCORN HOLDER,57.1508
19,13705,Unknown,9,3720,22720,None,57.1325
19,13705,Unknown,10,266,22382,LUNCH BAG SPACEBOY DESIGN ,57.0716
20,13747,Unknown,1,3499,22423,damages,12.4656
20,13747,Unknown,2,5749,85123A,CREAM HANGING HEART T-LIGHT HOLDER,12.4081
20,13747,Unknown,3,141,85099B,JUMBO BAG RED RETROSPOT,12.2362
20,13747,Unknown,4,1656,47566,PARTY BUNTING,12.2193
20,13747,Unknown,5,4777,23203,JUMBO BAG VINTAGE DOILY ,12.0486
20,13747,Unknown,6,3098,20725,LUNCH BAG RED SPOTTY,12.0333
20,13747,Unknown,7,3052,POST,None,11.8859
20,13747,Unknown,8,4169,84879,damaged,11.8711
20,13747,Unknown,9,296,20727,LUNCH BAG  BLACK SKULL.,11.7349
20,13747,Unknown,10,4064,23298,"BUNTING , SPOTTY ",11.6768
21,13408,Unknown,1,4169,84879,damaged,654.9072
21,13408,Unknown,2,267,20726,LUNCH BAG WOODLAND,641.539
21,13408,Unknown,3,295,20728,LUNCH BAG CARS BLUE,639.3914
21,13408,Unknown,4,308,22178,VICTORIAN GLASS HANGING T-LIGHT,616.8416
21,13408,Unknown,5,18,21754,HOME BUILDING BLOCK WORD,612.0151
21,13408,Unknown,6,5674,21175,GIN AND TONIC DIET METAL SIGN,611.3221
21,13408,Unknown,7,991,20724,RED RETROSPOT CHARLOTTE BAG,607.2425
21,13408,Unknown,8,3862,23199,JUMBO BAG APPLES,605.0763
21,13408,Unknown,9,3868,23208,LUNCH BAG VINTAGE LEAF DESIGN,604.867
21,13408,Unknown,10,4823,23355,HOT WATER BOTTLE KEEP CALM,601.4559
22,13767,Unknown,1,79,22961,JAM MAKING SET PRINTED,699.2103
22,13767,Unknown,2,127,22457,NATURAL SLATE HEART CHALKBOARD ,690.3289
22,13767,Unknown,3,268,22384,LUNCH BAG PINK POLKADOT,690.1274
22,13767,Unknown,4,139,22662,LUNCH BAG DOLLY GIRL DESIGN,652.1085
22,13767,Unknown,5,365,22630,DOLLY GIRL LUNCH BOX,647.8847
22,13767,Unknown,6,444,22113,GREY HEART HOT WATER BOTTLE,639.5455
22,13767,Unknown,7,21,48187,DOORMAT NEW ENGLAND,638.948
22,13767,Unknown,8,4834,82486,3 DRAWER ANTIQUE WHITE WOOD CABINET,636.8383
22,13767,Unknown,9,5345,21232,STRAWBERRY CERAMIC TRINKET POT,636.5101
22,13767,Unknown,10,180,22556,PLASTERS IN TIN CIRCUS PARADE ,628.643
23,17924,Unknown,1,3499,22423,damages,84.0325
23,17924,Unknown,2,5749,85123A,CREAM HANGING HEART T-LIGHT HOLDER,83.099
23,17924,Unknown,3,3098,20725,LUNCH BAG RED SPOTTY,80.9966
23,17924,Unknown,4,4777,23203,JUMBO BAG VINTAGE DOILY ,80.3858
23,17924,Unknown,5,4169,84879,damaged,79.7679
23,17924,Unknown,6,4064,23298,"BUNTING , SPOTTY ",79.3814
23,17924,Unknown,7,3720,22720,None,79.2436
23,17924,Unknown,8,3052,POST,None,79.0777
23,17924,Unknown,9,4778,23209,LUNCH BAG VINTAGE DOILY ,78.9442
23,17924,Unknown,10,4382,22197,POPCORN HOLDER,78.8472
24,13448,Unknown,1,5749,85123A,CREAM HANGING HEART T-LIGHT HOLDER,240.7563
24,13448,Unknown,2,1656,47566,PARTY BUNTING,237.0095
24,13448,Unknown,3,3098,20725,LUNCH BAG RED SPOTTY,235.4299
24,13448,Unknown,4,4169,84879,damaged,231.9616
24,13448,Unknown,5,3052,POST,None,229.7218
24,13448,Unknown,6,3393,22383,LUNCH BAG SUKI DESIGN ,228.9267
24,13448,Unknown,7,3720,22720,None,228.503
24,13448,Unknown,8,4064,23298,"BUNTING , SPOTTY ",228.0781
24,13448,Unknown,9,4778,23209,LUNCH BAG VINTAGE DOILY ,227.113
24,13448,Unknown,10,296,20727,LUNCH BAG  BLACK SKULL.,227.0002
25,15862,Unknown,1,3052,POST,None,317.8116
25,15862,Unknown,2,4382,22197,POPCORN HOLDER,315.3951
25,15862,Unknown,3,4778,23209,LUNCH BAG VINTAGE DOILY ,314.6434
25,15862,Unknown,4,295,20728,LUNCH BAG CARS BLUE,312.0786
25,15862,Unknown,5,70,21212,PACK OF 72 RETROSPOT CAKE CASES,310.2632
25,15862,Unknown,6,47,22086,PAPER CHAIN KIT 50'S CHRISTMAS ,310.0908
25,15862,Unknown,7,127,22457,NATURAL SLATE HEART CHALKBOARD ,309.5453
25,15862,Unknown,8,77,21931,JUMBO STORAGE BAG SUKI,307.9175
25,15862,Unknown,9,55,82482,WOODEN PICTURE FRAME WHITE FINISH,307.6629
25,15862,Unknown,10,36,22629,SPACEBOY LUNCH BOX ,305.4146
26,15513,Unknown,1,3052,POST,None,556.0801
26,15513,Unknown,2,384,21034,REX CASH+CARRY JUMBO SHOPPER,547.5241
26,15513,Unknown,3,127,22457,NATURAL SLATE HEART CHALKBOARD ,541.6443
26,15513,Unknown,4,60,22386,JUMBO BAG PINK POLKADOT,534.9141
26,15513,Unknown,5,5616,21181,dotcom,533.5085
26,15513,Unknown,6,308,22178,VICTORIAN GLASS HANGING T-LIGHT,528.3627
26,15513,Unknown,7,221,22111,SCOTTIE DOG HOT WATER BOTTLE,523.988
26,15513,Unknown,8,59,21733,RED HANGING HEART T-LIGHT HOLDER,523.2639
26,15513,Unknown,9,991,20724,RED RETROSPOT CHARLOTTE BAG,519.725
26,15513,Unknown,10,202,22558,CLOTHES PEGS RETROSPOT PACK 24 ,516.6245
27,12791,Unknown,1,3499,22423,damages,3.2006
27,12791,Unknown,2,5749,85123A,CREAM HANGING HEART T-LIGHT HOLDER,3.1053
27,12791,Unknown,3,1656,47566,PARTY BUNTING,3.0765
27,12791,Unknown,4,4169,84879,damaged,3.0657
27,12791,Unknown,5,3098,20725,LUNCH BAG RED SPOTTY,3.0625
27,12791,Unknown,6,141,85099B,JUMBO BAG RED RETROSPOT,3.0472
27,12791,Unknown,7,3720,22720,None,3.0139
27,12791,Unknown,8,2968,22865,None,2.9925
27,12791,Unknown,9,4777,23203,JUMBO BAG VINTAGE DOILY ,2.9891
27,12791,Unknown,10,266,22382,LUNCH BAG SPACEBOY DESIGN ,2.9723
28,16218,Unknown,1,4777,23203,JUMBO BAG VINTAGE DOILY ,252.1993
28,16218,Unknown,2,3052,POST,None,248.3505
28,16218,Unknown,3,266,22382,LUNCH BAG SPACEBOY DESIGN ,245.4767
28,16218,Unknown,4,384,21034,REX CASH+CARRY JUMBO SHOPPER,244.8579
28,16218,Unknown,5,47,22086,PAPER CHAIN KIT 50'S CHRISTMAS ,243.5377
28,16218,Unknown,6,268,22384,LUNCH BAG PINK POLKADOT,243.264
28,16218,Unknown,7,127,22457,NATURAL SLATE HEART CHALKBOARD ,242.7597
28,16218,Unknown,8,77,21931,JUMBO STORAGE BAG SUKI,240.6228
28,16218,Unknown,9,55,82482,WOODEN PICTURE FRAME WHITE FINISH,240.0245
28,16218,Unknown,10,36,22629,SPACEBOY LUNCH BOX ,239.648
29,14045,Unknown,1,3499,22423,damages,25.6338
29,14045,Unknown,2,5749,85123A,CREAM HANGING HEART T-LIGHT HOLDER,25.3124
29,14045,Unknown,3,141,85099B,JUMBO BAG RED RETROSPOT,24.9804
29,14045,Unknown,4,1656,47566,PARTY BUNTING,24.852
29,14045,Unknown,5,3098,20725,LUNCH BAG RED SPOTTY,24.434
29,14045,Unknown,6,4777,23203,JUMBO BAG VINTAGE DOILY ,24.2977
29,14045,Unknown,7,4169,84879,damaged,24.1523
29,14045,Unknown,8,3052,POST,None,24.1311
29,14045,Unknown,9,3720,22720,None,24.1279
29,14045,Unknown,10,4382,22197,POPCORN HOLDER,24.1264
30,14307,Unknown,1,3499,22423,damages,369.426
30,14307,Unknown,2,4777,23203,JUMBO BAG VINTAGE DOILY ,352.5394
30,14307,Unknown,3,3052,POST,None,347.3954
30,14307,Unknown,4,79,22961,JAM MAKING SET PRINTED,343.4894
30,14307,Unknown,5,266,22382,LUNCH BAG SPACEBOY DESIGN ,343.2682
30,14307,Unknown,6,295,20728,LUNCH BAG CARS BLUE,342.7998
30,14307,Unknown,7,127,22457,NATURAL SLATE HEART CHALKBOARD ,338.9154
30,14307,Unknown,8,624,22699,ROSES REGENCY TEACUP AND SAUCER ,335.3566
30,14307,Unknown,9,4084,23202,JUMBO BAG VINTAGE LEAF,335.1949
30,14307,Unknown,10,5616,21181,dotcom,334.7278
31,17908,Unknown,1,4064,23298,"BUNTING , SPOTTY ",351.4543
31,17908,Unknown,2,266,22382,LUNCH BAG SPACEBOY DESIGN ,349.3323
31,17908,Unknown,3,28,22727,ALARM CLOCK BAKELIKE RED ,347.3076
31,17908,Unknown,4,70,21212,PACK OF 72 RETROSPOT CAKE CASES,346.3348
31,17908,Unknown,5,3666,22469,None,345.8812
31,17908,Unknown,6,47,22086,PAPER CHAIN KIT 50'S CHRISTMAS ,344.5081
31,17908,Unknown,7,127,22457,NATURAL SLATE HEART CHALKBOARD ,343.8898
31,17908,Unknown,8,715,22666,RECIPE BOX PANTRY YELLOW DESIGN,342.574
31,17908,Unknown,9,60,22386,JUMBO BAG PINK POLKADOT,341.4323
31,17908,Unknown,10,36,22629,SPACEBOY LUNCH BOX ,341.3578
32,17920,Unknown,1,22,22960,JAM MAKING SET WITH JARS,956.7614
32,17920,Unknown,2,123,82484,WOOD BLACK BOARD ANT WHITE FINISH,927.7162
32,17920,Unknown,3,19,21755,LOVE BUILDING BLOCK WORD,919.0236
32,17920,Unknown,4,810,22090,PAPER BUNTING RETROSPOT,902.3575
32,17920,Unknown,5,1956,84978,HANGING HEART JAR T-LIGHT HOLDER,888.1545
32,17920,Unknown,6,5242,23322,mouldy,885.0765
32,17920,Unknown,7,68,21559,STRAWBERRY LUNCH BOX WITH CUTLERY,871.9275
32,17920,Unknown,8,834,22356,CHARLOTTE BAG PINK POLKADOT,863.3127
32,17920,Unknown,9,468,84836,ZINC METAL HEART DECORATION,863.019
32,17920,Unknown,10,2889,21479,?,862.3414
33,12838,Unknown,1,4169,84879,damaged,398.3043
33,12838,Unknown,2,4382,22197,POPCORN HOLDER,392.9113
33,12838,Unknown,3,4778,23209,LUNCH BAG VINTAGE DOILY ,392.8948
33,12838,Unknown,4,28,22727,ALARM CLOCK BAKELIKE RED ,387.2365
33,12838,Unknown,5,36,22629,SPACEBOY LUNCH BOX ,383.0008
33,12838,Unknown,6,5616,21181,dotcom,380.6653
33,12838,Unknown,7,60,22386,JUMBO BAG PINK POLKADOT,380.6472
33,12838,Unknown,8,4084,23202,JUMBO BAG VINTAGE LEAF,380.6004
33,12838,Unknown,9,173,21080,SET/20 RED RETROSPOT PAPER NAPKINS ,377.5256
33,12838,Unknown,10,1767,22139,amazon,377.0893
34,13255,Unknown,1,3499,22423,damages,45.6003
34,13255,Unknown,2,5749,85123A,CREAM HANGING HEART T-LIGHT HOLDER,45.4214
34,13255,Unknown,3,3098,20725,LUNCH BAG RED SPOTTY,44.2238
34,13255,Unknown,4,4777,23203,JUMBO BAG VINTAGE DOILY ,43.6533
34,13255,Unknown,5,4169,84879,damaged,43.4041
34,13255,Unknown,6,3052,POST,None,43.0205
34,13255,Unknown,7,3393,22383,LUNCH BAG SUKI DESIGN ,42.9192
34,13255,Unknown,8,3720,22720,None,42.6713
34,13255,Unknown,9,4064,23298,"BUNTING , SPOTTY ",42.6607
34,13255,Unknown,10,4778,23209,LUNCH BAG VINTAGE DOILY ,42.5064
35,16583,Unknown,1,3499,22423,damages,93.1052
35,16583,Unknown,2,1656,47566,PARTY BUNTING,90.9304
35,16583,Unknown,3,141,85099B,JUMBO BAG RED RETROSPOT,90.4438
35,16583,Unknown,4,3098,20725,LUNCH BAG RED SPOTTY,89.9775
35,16583,Unknown,5,4777,23203,JUMBO BAG VINTAGE DOILY ,88.9771
35,16583,Unknown,6,3720,22720,None,87.814
35,16583,Unknown,7,4064,23298,"BUNTING , SPOTTY ",87.2398
35,16583,Unknown,8,79,22961,JAM MAKING SET PRINTED,87.19
35,16583,Unknown,9,4382,22197,POPCORN HOLDER,87.1603
35,16583,Unknown,10,4778,23209,LUNCH BAG VINTAGE DOILY ,86.845
36,18085,Unknown,1,3499,22423,damages,53.0491
36,18085,Unknown,2,1656,47566,PARTY BUNTING,51.6773
36,18085,Unknown,3,4777,23203,JUMBO BAG VINTAGE DOILY ,50.8222
36,18085,Unknown,4,4169,84879,damaged,50.3492
36,18085,Unknown,5,3393,22383,LUNCH BAG SUKI DESIGN ,49.9904
36,18085,Unknown,6,3720,22720,None,49.7525
36,18085,Unknown,7,3052,POST,None,49.7383
36,18085,Unknown,8,4382,22197,POPCORN HOLDER,49.6847
36,18085,Unknown,9,296,20727,LUNCH BAG  BLACK SKULL.,49.533
36,18085,Unknown,10,4064,23298,"BUNTING , SPOTTY ",49.3918
37,13758,Unknown,1,1656,47566,PARTY BUNTING,281.7613
37,13758,Unknown,2,4169,84879,damaged,274.6959
37,13758,Unknown,3,3052,POST,None,272.0594
37,13758,Unknown,4,267,20726,LUNCH BAG WOODLAND,267.6489
37,13758,Unknown,5,28,22727,ALARM CLOCK BAKELIKE RED ,267.187
37,13758,Unknown,6,715,22666,RECIPE BOX PANTRY YELLOW DESIGN,263.3548
37,13758,Unknown,7,3350,22993,SET OF 4 PANTRY JELLY MOULDS,262.4278
37,13758,Unknown,8,55,82482,WOODEN PICTURE FRAME WHITE FINISH,262.2583
37,13758,Unknown,9,36,22629,SPACEBOY LUNCH BOX ,261.5751
37,13758,Unknown,10,3097,20914,SET/5 RED SPOTTY LID GLASS BOWLS,261.1649
38,13694,Unknown,1,3098,20725,LUNCH BAG RED SPOTTY,888.765
38,13694,Unknown,2,3052,POST,None,866.6357
38,13694,Unknown,3,79,22961,JAM MAKING SET PRINTED,857.0995
38,13694,Unknown,4,4023,22726,None,827.5569
38,13694,Unknown,5,4725,23284,None,826.4791
38,13694,Unknown,6,375,22077,6 RIBBONS RUSTIC CHARM,810.1224
38,13694,Unknown,7,219,22112,CHOCOLATE HOT WATER BOTTLE,807.0519
38,13694,Unknown,8,202,22558,CLOTHES PEGS RETROSPOT PACK 24 ,806.9366
38,13694,Unknown,9,312,20685,DOORMAT RED RETROSPOT,804.4575
38,13694,Unknown,10,123,82484,WOOD BLACK BOARD ANT WHITE FINISH,799.9966
39,15983,Unknown,1,3499,22423,damages,214.5714
39,15983,Unknown,2,3052,POST,None,202.953
39,15983,Unknown,3,4064,23298,"BUNTING , SPOTTY ",201.6916
39,15983,Unknown,4,267,20726,LUNCH BAG WOODLAND,200.1519
39,15983,Unknown,5,266,22382,LUNCH BAG SPACEBOY DESIGN ,199.6333
39,15983,Unknown,6,28,22727,ALARM CLOCK BAKELIKE RED ,199.1393
39,15983,Unknown,7,295,20728,LUNCH BAG CARS BLUE,198.9365
