customer_id,customer_name,state,city,purchase_count,avg_purchase_value,total_revenue,first_purchase,last_purchase,active_days,lifespan_days,lifespan_years,purchase_frequency,clv,clv_discounted,clv_segment
12538,Unknown,Spain,,21,17.330952380952382,363.95,2011-10-11,2011-10-11,1,0,0.1,210.0,363.95000000000005,360.49766427717526,Medium Value
12539,Unknown,Spain,,93,18.45,1715.85,2011-10-01,2011-10-01,1,0,0.1,930.0,1715.8500000000001,1699.5738899573873,Very High Value
12540,Unknown,Spain,,201,25.11134328358209,5047.38,2011-01-02,2011-11-01,8,303,0.8295687885010267,242.29455445544556,5047.38,4663.67118716796,Very High Value
12541,Unknown,Spain,,41,18.474146341463413,757.44,2011-04-03,2011-10-11,2,191,0.5229295003422314,78.4044502617801,757.4399999999999,720.6141406952246,High Value
12544,Unknown,Spain,,19,19.61578947368421,372.7,2011-03-11,2011-03-11,1,0,0.1,190.0,372.70000000000005,369.1646640365523,Medium Value
12547,Unknown,Spain,,6,26.566666666666666,159.4,2011-04-03,2011-04-03,1,0,0.1,60.0,159.4,157.88797275939478,Low Value
12552,Unknown,Italy,,1,120.0,120.0,2011-01-11,2011-01-11,1,0,0.1,10.0,120.0,118.86171098574262,Low Value
12553,Unknown,France,,65,20.87030769230769,1356.57,2011-01-12,2011-12-10,4,332,0.9089664613278576,71.50978915662651,1356.57,1243.9921677935317,Very High Value
12556,Unknown,Spain,,60,4.904166666666667,294.25,2011-11-07,2011-11-07,1,0,0.1,600.0,294.25,291.45882047962306,Medium Value
12557,Unknown,Spain,,24,340.9775,8183.46,2010-03-12,2011-11-01,3,599,1.6399726214921286,14.634390651085143,8183.460000000001,6999.291702923646,Very High Value
12558,Unknown,USA,,11,24.541818181818183,269.96,2011-02-12,2011-02-12,1,0,0.1,110.0,269.96,267.3992291475923,Medium Value
12559,Unknown,Germany,,1,75.6,75.6,2011-02-02,2011-02-02,1,0,0.1,10.0,75.60000000000001,74.88287792101785,Low Value
12560,Unknown,Germany,,28,24.917857142857144,697.7,2011-04-12,2011-04-12,1,0,0.1,280.0,697.7,691.0817979562719,High Value
12561,Unknown,Germany,,16,14.928125,238.85,2011-10-02,2011-10-02,1,0,0.1,160.0,238.85000000000002,236.58433057453857,Medium Value
12562,Unknown,France,,51,25.575882352941175,1304.37,2011-01-12,2011-05-08,2,116,0.31759069130732376,160.58405172413794,1304.37,1265.4787887434838,Very High Value
12567,Unknown,France,,213,20.456666666666667,4357.27,2010-05-12,2011-08-06,5,451,1.2347707049965777,172.50166297117516,4357.27,3873.503894651373,Very High Value
12569,Unknown,Germany,,110,22.55409090909091,2480.95,2011-01-04,2011-12-10,16,340,0.9308692676249144,118.16911764705883,2480.95,2270.3187362262706,Very High Value
12571,Unknown,France,,14,17.739285714285714,248.35,2011-10-08,2011-10-08,1,0,0.1,140.0,248.35000000000002,245.99421602757653,Medium Value
12572,Unknown,Germany,,24,20.32,487.68,2011-01-12,2011-01-12,1,0,0.1,240.0,487.68000000000006,483.0539934460581,High Value
12576,Unknown,Poland,,72,14.953194444444444,1076.63,2011-04-11,2011-08-02,4,113,0.30937713894592744,232.72566371681415,1076.6299999999999,1045.3471189652287,Very High Value
12577,Unknown,France,,75,5.5408,415.56,2011-04-11,2011-04-11,1,0,0.1,750.0,415.56000000000006,411.61810514362674,Medium Value
12580,Unknown,Germany,,24,17.320833333333333,415.7,2011-07-04,2011-07-04,1,0,0.1,240.0,415.70000000000005,411.7567771397768,Medium Value
12583,Unknown,France,,152,33.508355263157895,5093.27,2010-01-12,2011-12-10,9,697,1.9082819986310746,79.65279770444764,5093.27,4246.271738895749,Very High Value
12584,Unknown,Italy,,36,23.220555555555556,835.94,2011-04-03,2011-07-06,4,94,0.25735797399041754,139.88297872340425,835.94,815.6847996475988,High Value
12587,Unknown,Finland,,4,36.0,144.0,2011-02-12,2011-02-12,1,0,0.1,40.0,144.0,142.63405318289114,Low Value
12589,Unknown,France,,25,20.6072,515.18,2011-11-11,2011-11-11,1,0,0.1,250.0,515.18,510.2931355469573,High Value
12590,Unknown,Germany,,68,145.06264705882353,9864.26,2011-12-05,2011-12-05,1,0,0.1,680.0,9864.260000000002,9770.690176735181,Very High Value
12592,Unknown,Germany,,18,24.31111111111111,437.6,2011-08-09,2011-10-05,2,57,0.15605749486652978,115.34210526315789,437.6,431.1393618559058,Medium Value
12593,Unknown,France,,16,20.1125,321.8,2011-02-08,2011-05-05,2,86,0.23545516769336072,67.95348837209302,321.8,314.658826124449,Medium Value
12594,Unknown,Italy,,24,35.45125,850.83,2011-02-11,2011-10-08,3,239,0.6543463381245722,36.67782426778243,850.83,799.3880332451525,High Value
12596,Unknown,Spain,,15,17.996666666666666,269.95,2011-11-04,2011-11-04,1,0,0.1,150.0,269.95,267.38932400501017,Medium Value
12597,Unknown,Spain,,48,19.01375,912.66,2011-09-06,2011-09-06,1,0,0.1,480.0,912.6600000000001,904.0027429020655,High Value
12598,Unknown,France,,51,23.535686274509803,1200.32,2011-01-07,2011-11-11,3,308,0.8432580424366872,60.47970779220779,1200.32,1107.6239243637017,Very High Value
12599,Unknown,France,,39,16.315384615384616,636.3,2011-05-08,2011-11-07,4,183,0.5010266940451745,77.84016393442623,636.3,606.6288813308979,High Value
12600,Unknown,Germany,,19,46.52736842105263,884.02,2010-03-12,2011-11-11,3,609,1.6673511293634498,11.395320197044335,884.0199999999999,754.1295354108299,High Value
12601,Unknown,Germany,,19,17.129473684210527,325.46,2011-03-06,2011-11-01,3,240,0.6570841889117043,28.915625000000002,325.46000000000004,305.70260614760707,Medium Value
12602,Unknown,France,,12,12.76,153.12,2011-12-10,2011-12-10,1,0,0.1,120.0,153.12,151.66754321780758,Low Value
12607,Unknown,USA,,101,15.63871287128713,1579.51,2011-10-10,2011-10-10,1,0,0.1,1010.0,1579.5100000000002,1564.5271759924196,Very High Value
12609,Unknown,Germany,,27,18.992592592592594,512.8,2011-06-06,2011-06-06,1,0,0.1,270.0,512.8000000000001,507.93571161240686,High Value
12610,Unknown,Italy,,54,17.53240740740741,946.75,2011-05-08,2011-05-08,1,0,0.1,540.0,946.75,937.7693739645986,High Value
12614,Unknown,Germany,,20,15.78,315.6,2011-07-03,2011-07-03,1,0,0.1,200.0,315.6,312.6062998925031,Medium Value
12615,Unknown,France,,45,23.995555555555555,1079.8,2011-03-11,2011-07-12,2,123,0.33675564681724846,133.6280487804878,1079.8,1045.6927637092713,Very High Value
12616,Unknown,France,,21,21.795238095238094,457.7,2011-05-09,2011-05-09,1,0,0.1,210.0,457.70000000000005,453.3583759847867,High Value
12617,Unknown,France,,39,8.75974358974359,341.63,2011-10-11,2011-10-11,1,0,0.1,390.0,341.63,338.38938603382707,Medium Value
12619,Unknown,Germany,,15,58.12266666666667,871.84,2011-04-07,2011-06-11,2,65,0.17796030116358658,84.28846153846155,871.84,857.1770521489093,High Value
12621,Unknown,Germany,,150,22.588933333333333,3388.34,2010-09-12,2011-12-05,4,449,1.2292950034223136,122.02115812917594,3388.34,3013.7218144084613,Very High Value
12623,Unknown,Germany,,18,16.95,305.1,2011-08-03,2011-08-03,1,0,0.1,180.0,305.1,302.2059001812506,Medium Value
12625,Unknown,Germany,,33,29.30909090909091,967.2,2011-12-05,2011-12-05,1,0,0.1,330.0,967.2,958.0253905450855,High Value
12626,Unknown,Germany,,106,23.02254716981132,2440.39,2011-04-08,2011-06-10,2,63,0.17248459958932238,614.547619047619,2440.3900000000003,2400.599083664313,Very High Value
12627,Unknown,Germany,,125,19.52912,2441.14,2011-02-08,2011-06-10,3,122,0.33401779603011633,374.2315573770492,2441.14,2364.6495924847654,Very High Value
12628,Unknown,Germany,,41,19.181951219512197,786.46,2011-05-12,2011-06-11,3,30,0.1,410.0,786.46,778.9998435153929,High Value
12633,Unknown,Germany,,29,14.980344827586206,434.43,2011-02-08,2011-12-10,2,305,0.8350444900752909,34.72868852459016,434.43,401.1945960437686,Medium Value
12635,Unknown,Germany,,101,16.724554455445546,1689.18,2011-08-07,2011-11-09,2,94,0.25735797399041754,392.44946808510633,1689.18,1648.2504125520143,Very High Value
12637,Unknown,France,,232,15.546379310344827,3606.76,2011-03-10,2011-09-09,4,183,0.5010266940451745,463.04918032786884,3606.7599999999998,3438.574232325993,Very High Value
12638,Unknown,Sweden,,39,17.222820512820512,671.69,2011-06-11,2011-06-11,1,0,0.1,390.0,671.69,665.3185221001122,High Value
12643,Unknown,France,,21,147.2447619047619,3092.14,2011-03-05,2011-11-01,4,241,0.6598220396988365,31.826763485477176,3092.14,2903.670570434491,Very High Value
12644,Unknown,Germany,,31,15.416451612903225,477.91,2011-02-08,2011-02-08,1,0,0.1,310.0,477.90999999999997,473.3766691433021,High Value
12645,Unknown,Germany,,34,26.291764705882354,893.92,2011-04-05,2011-06-11,2,67,0.1834360027378508,185.3507462686567,893.9200000000001,878.4271399505764,High Value
12646,Unknown,USA,,21,29.29904761904762,615.28,2011-05-12,2011-05-12,1,0,0.1,210.0,615.2800000000001,609.4436127942311,High Value
12647,Unknown,Germany,,80,28.025875,2242.07,2010-05-12,2011-11-09,6,546,1.4948665297741273,53.51648351648352,2242.0699999999997,1944.3418678983185,Very High Value
12648,Unknown,Germany,,21,15.145238095238096,318.05,2011-08-07,2011-08-07,1,0,0.1,210.0,318.05,315.03305982512865,Medium Value
12649,Unknown,Germany,,17,22.058823529411764,375.0,2011-11-05,2011-11-05,1,0,0.1,170.0,375.0,371.44284683044566,Medium Value
12650,Unknown,France,,20,15.722,314.44,2011-06-12,2011-06-12,1,0,0.1,200.0,314.44000000000005,311.4573033529743,Medium Value
12651,Unknown,France,,9,12.666666666666666,114.0,2011-09-01,2011-09-01,1,0,0.1,90.0,114.0,112.91862543645549,Low Value
12652,Unknown,France,,48,19.16625,919.98,2011-12-01,2011-12-01,1,0,0.1,480.0,919.9800000000001,911.2533072721959,High Value
12654,Unknown,Germany,,11,15.566363636363636,171.23,2011-02-11,2011-02-11,1,0,0.1,110.0,171.23000000000002,169.6057564340726,Low Value
12659,Unknown,France,,5,18.336,91.68,2011-10-11,2011-10-11,1,0,0.1,50.0,91.68,90.81034719310736,Low Value
12662,Unknown,Germany,,97,16.68257731958763,1618.21,2010-01-12,2011-09-12,5,608,1.6646132785763177,58.27179276315789,1618.21,1380.804098007219,Very High Value
12664,Unknown,Finland,,13,176.52307692307693,2294.8,2011-01-12,2011-12-10,4,332,0.9089664613278576,14.301957831325302,2294.8,2104.36116577294,Very High Value
12667,Unknown,Finland,,33,18.791818181818183,620.13,2011-12-10,2011-12-10,1,0,0.1,330.0,620.1300000000001,614.2476069465715,High Value
12669,Unknown,France,,32,50.2415625,1607.73,2011-05-04,2011-12-07,2,217,0.5941136208076659,53.86175115207374,1607.73,1519.221709023533,Very High Value
12670,Unknown,France,,43,29.61720930232558,1273.54,2011-02-09,2011-10-11,2,244,0.6680355920602327,64.36782786885246,1273.5399999999997,1194.9804579269226,Very High Value
12673,Unknown,Germany,,19,20.506315789473685,389.62,2011-04-12,2011-04-12,1,0,0.1,190.0,389.62000000000006,385.9241652855421,Medium Value
12674,Unknown,France,,46,21.604347826086958,993.8,2011-01-11,2011-09-09,2,241,0.6598220396988365,69.71576763485477,993.8000000000001,933.2267662194458,High Value
12676,Unknown,Sweden,,23,34.78913043478261,800.15,2011-01-02,2011-08-08,3,218,0.5968514715947981,38.53555045871559,800.1499999999999,755.9030967167583,High Value
12678,Unknown,France,,19,109.13263157894737,2073.52,2011-04-04,2011-05-06,2,32,0.1,190.0,2073.52,2053.851124692975,Very High Value
12679,Unknown,France,,44,20.599545454545453,906.38,2011-01-03,2011-12-10,2,341,0.9336071184120466,47.12903225806451,906.3799999999999,829.2124391488331,High Value
12680,Unknown,France,,22,16.44681818181818,361.83,2011-09-12,2011-11-09,2,58,0.15879534565366188,138.54310344827587,361.83,356.39500320733134,Medium Value
12681,Unknown,France,,258,20.80732558139535,5368.29,2010-07-12,2011-11-07,7,483,1.322381930184805,195.10248447204967,5368.29,4732.5916145995025,Very High Value
12682,Unknown,France,,315,22.88152380952381,7207.68,2010-03-12,2011-12-08,13,636,1.7412731006160165,180.90212264150944,7207.68,6105.475990809051,Very High Value
12683,Unknown,France,,190,21.61,4105.9,2010-09-12,2011-12-05,7,449,1.2292950034223136,154.56013363028953,4105.9,3651.9476787393533,Very High Value
12684,Unknown,France,,47,19.494893617021276,916.26,2011-02-12,2011-10-05,3,235,0.6433949349760438,73.05,916.26,861.7610949806593,High Value
12685,Unknown,France,,112,18.031607142857144,2019.54,2011-07-09,2011-11-11,3,125,0.34223134839151265,327.264,2019.5400000000002,1954.729129901892,Very High Value
12686,Unknown,France,,7,12.734285714285715,89.14,2010-03-12,2010-03-12,1,0,0.1,70.0,89.14000000000001,88.29444097724249,Low Value
12689,Unknown,France,,34,15.030294117647058,511.03,2011-04-08,2011-04-08,1,0,0.1,340.0,511.03,506.18250137536705,High Value
12691,Unknown,France,,11,43.59090909090909,479.5,2011-11-11,2011-12-10,2,29,0.1,110.0,479.5,474.95158681386323,High Value
12693,Unknown,Germany,,19,23.895263157894735,454.01,2011-04-08,2011-12-05,2,241,0.6598220396988365,28.795643153526967,454.00999999999993,426.3375771093686,Medium Value
12694,Unknown,France,,20,21.975,439.5,2011-09-06,2011-09-06,1,0,0.1,200.0,439.5,435.33101648528236,Medium Value
12695,Unknown,France,,8,31.025,248.2,2011-02-12,2011-04-10,2,57,0.15605749486652978,51.26315789473684,248.20000000000002,244.53562525739449,Medium Value
